length,state,mode,fitted_prob,draw
9,NY,fh,.030744061,81
9.5,NY,fh,.034652285,81
10,NY,fh,.037654746,81
10.5,NY,fh,.039784584,81
11,NY,fh,.040848903,81
11.5,NY,fh,.041036438,81
12,NY,fh,.040225998,81
12.5,NY,fh,.038567998,81
13,NY,fh,.036320858,81
13.5,NY,fh,.033604853,81
14,NY,fh,.030611074,81
14.5,NY,fh,.027471581,81
15,NY,fh,.024287902,81
15.5,NY,fh,.021187844,81
16,NY,fh,.076572649,81
16.5,NY,fh,.06529817,81
17,NY,fh,.05496506,81
17.5,NY,fh,.045678012,81
18,NY,fh,.037749108,81
18.5,NY,fh,.030908071,81
19,NY,fh,.025120754,81
19.5,NY,fh,.020085381,81
20,NY,fh,.01606971,81
20.5,NY,fh,.012726645,81
21,NY,fh,.010005972,81
21.5,NY,fh,.0077996077,81
22,NY,fh,.0061069224,81
22.5,NY,fh,.0046458449,81
23,NY,fh,.003584716,81
23.5,NY,fh,.002743395,81
24,NY,fh,.0020970264,81
24.5,NY,fh,.0015653947,81
1.5,NY,pr,1.3389956e-07,81
2,NY,pr,1.6514277e-06,81
2.5,NY,pr,.000010801231,81
3,NY,pr,.000053559823,81
3.5,NY,pr,.00020330415,81
4,NY,pr,.00058473932,81
4.5,NY,pr,.0013858158,81
5,NY,pr,.0028201477,81
5.5,NY,pr,.0051819123,81
6,NY,pr,.0086751739,81
6.5,NY,pr,.013222982,81
7,NY,pr,.018887691,81
7.5,NY,pr,.025373876,81
8,NY,pr,.032332189,81
8.5,NY,pr,.039272293,81
9,NY,pr,.045833863,81
9.5,NY,pr,.051660322,81
10,NY,pr,.056136452,81
10.5,NY,pr,.059311658,81
11,NY,pr,.060898367,81
11.5,NY,pr,.061177947,81
12,NY,pr,.059969723,81
12.5,NY,pr,.057497945,81
13,NY,pr,.054147866,81
13.5,NY,pr,.050098788,81
14,NY,pr,.045635603,81
14.5,NY,pr,.040955186,81
15,NY,pr,.03620889,81
15.5,NY,pr,.031587262,81
16,NY,pr,.025457902,81
16.5,NY,pr,.021709504,81
17,NY,pr,.018274086,81
17.5,NY,pr,.015186444,81
18,NY,pr,.012550344,81
18.5,NY,pr,.010275922,81
19,NY,pr,.0083518289,81
19.5,NY,pr,.0066777323,81
20,NY,pr,.005342653,81
20.5,NY,pr,.0042311931,81
21,NY,pr,.0033266584,81
21.5,NY,pr,.0025931143,81
22,NY,pr,.0020303519,81
22.5,NY,pr,.0015445915,81
23,NY,pr,.0011918008,81
23.5,NY,pr,.00091208908,81
24,NY,pr,.00069719262,81
24.5,NY,pr,.0005204425,81
1.5,NY,sh,1.5510810e-07,81
2,NY,sh,1.9129996e-06,81
2.5,NY,sh,.000012512052,81
3,NY,sh,.00006204324,81
3.5,NY,sh,.00023550578,81
4,NY,sh,.00067735696,81
4.5,NY,sh,.001605317,81
5,NY,sh,.0032668349,81
5.5,NY,sh,.0060026827,81
6,NY,sh,.010049247,81
6.5,NY,sh,.015317389,81
7,NY,sh,.02187934,81
7.5,NY,sh,.029392879,81
8,NY,sh,.037453331,81
8.5,NY,sh,.045492686,81
9,NY,sh,.053093553,81
9.5,NY,sh,.05984287,81
10,NY,sh,.065027982,81
10.5,NY,sh,.06870611,81
11,NY,sh,.070544139,81
11.5,NY,sh,.070868008,81
12,NY,sh,.069468409,81
12.5,NY,sh,.066605121,81
13,NY,sh,.062724419,81
13.5,NY,sh,.058034003,81
14,NY,sh,.052863888,81
14.5,NY,sh,.047442134,81
15,NY,sh,.041944068,81
15.5,NY,sh,.036590412,81
16,NY,sh,.00086664566,81
16.5,NY,sh,.00073904154,81
17,NY,sh,.00062209193,81
17.5,NY,sh,.00051698158,81
18,NY,sh,.00042724263,81
18.5,NY,sh,.00034981608,81
19,NY,sh,.00028431549,81
19.5,NY,sh,.00022732541,81
20,NY,sh,.00018187622,81
20.5,NY,sh,.00014403956,81
21,NY,sh,.00011324712,81
21.5,NY,sh,.000088275585,81
22,NY,sh,.000069117857,81
22.5,NY,sh,.000052581454,81
23,NY,sh,.000040571646,81
23.5,NY,sh,.000031049614,81
24,NY,sh,.000023734045,81
24.5,NY,sh,.000017717062,81
1.5,NY,fh,9.6829538e-08,82
2,NY,fh,1.1942308e-06,82
2.5,NY,fh,7.8109151e-06,82
3,NY,fh,.000038731814,82
3.5,NY,fh,.0001470195,82
4,NY,fh,.00042285453,82
4.5,NY,fh,.0010021534,82
5,NY,fh,.0020393913,82
5.5,NY,fh,.0037473026,82
6,NY,fh,.0062734568,82
6.5,NY,fh,.0095622065,82
7,NY,fh,.013658644,82
7.5,NY,fh,.018349132,82
8,NY,fh,.02338104,82
8.5,NY,fh,.028399779,82
9,NY,fh,.03314478,82
9.5,NY,fh,.037358187,82
10,NY,fh,.040595103,82
10.5,NY,fh,.042891253,82
11,NY,fh,.044038683,82
11.5,NY,fh,.044240866,82
12,NY,fh,.043367136,82
12.5,NY,fh,.041579667,82
13,NY,fh,.039157055,82
13.5,NY,fh,.036228962,82
14,NY,fh,.033001408,82
14.5,NY,fh,.029616764,82
15,NY,fh,.026184479,82
15.5,NY,fh,.022842346,82
16,NY,fh,.068440519,82
16.5,NY,fh,.058363404,82
17,NY,fh,.04912769,82
17.5,NY,fh,.040826939,82
18,NY,fh,.033740096,82
18.5,NY,fh,.027625587,82
19,NY,fh,.022452893,82
19.5,NY,fh,.017952284,82
20,NY,fh,.014363083,82
20.5,NY,fh,.011375057,82
21,NY,fh,.008943323,82
21.5,NY,fh,.0069712778,82
22,NY,fh,.0054583577,82
22.5,NY,fh,.0041524493,82
23,NY,fh,.0032040139,82
23.5,NY,fh,.0024520422,82
24,NY,fh,.001874319,82
24.5,NY,fh,.0013991474,82
1.5,NY,pr,1.3545812e-07,82
2,NY,pr,1.6706499e-06,82
2.5,NY,pr,.000010926954,82
3,NY,pr,.000054183245,82
3.5,NY,pr,.00020567056,82
4,NY,pr,.00059154554,82
4.5,NY,pr,.0014019463,82
5,NY,pr,.0028529735,82
5.5,NY,pr,.0052422285,82
6,NY,pr,.0087761506,82
6.5,NY,pr,.013376894,82
7,NY,pr,.019107539,82
7.5,NY,pr,.025669221,82
8,NY,pr,.032708529,82
8.5,NY,pr,.039729413,82
9,NY,pr,.046367355,82
9.5,NY,pr,.052261632,82
10,NY,pr,.056789864,82
10.5,NY,pr,.060002029,82
11,NY,pr,.061607204,82
11.5,NY,pr,.061890043,82
12,NY,pr,.060667753,82
12.5,NY,pr,.058167204,82
13,NY,pr,.054778129,82
13.5,NY,pr,.050681923,82
14,NY,pr,.046166789,82
14.5,NY,pr,.041431893,82
15,NY,pr,.036630355,82
15.5,NY,pr,.031954929,82
16,NY,pr,.023650762,82
16.5,NY,pr,.020168446,82
17,NY,pr,.016976891,82
17.5,NY,pr,.014108428,82
18,NY,pr,.011659453,82
18.5,NY,pr,.0095464811,82
19,NY,pr,.0077589708,82
19.5,NY,pr,.0062037106,82
20,NY,pr,.0049634026,82
20.5,NY,pr,.0039308402,82
21,NY,pr,.0030905141,82
21.5,NY,pr,.0024090409,82
22,NY,pr,.0018862265,82
22.5,NY,pr,.0014349479,82
23,NY,pr,.0011072003,82
23.5,NY,pr,.00084734405,82
24,NY,pr,.00064770214,82
24.5,NY,pr,.00048349868,82
1.5,NY,sh,1.5510810e-07,82
2,NY,sh,1.9129996e-06,82
2.5,NY,sh,.000012512052,82
3,NY,sh,.00006204324,82
3.5,NY,sh,.00023550578,82
4,NY,sh,.00067735696,82
4.5,NY,sh,.001605317,82
5,NY,sh,.0032668349,82
5.5,NY,sh,.0060026827,82
6,NY,sh,.010049247,82
6.5,NY,sh,.015317389,82
7,NY,sh,.02187934,82
7.5,NY,sh,.029392879,82
8,NY,sh,.037453331,82
8.5,NY,sh,.045492686,82
9,NY,sh,.053093553,82
9.5,NY,sh,.05984287,82
10,NY,sh,.065027982,82
10.5,NY,sh,.06870611,82
11,NY,sh,.070544139,82
11.5,NY,sh,.070868008,82
12,NY,sh,.069468409,82
12.5,NY,sh,.066605121,82
13,NY,sh,.062724419,82
13.5,NY,sh,.058034003,82
14,NY,sh,.052863888,82
14.5,NY,sh,.047442134,82
15,NY,sh,.041944068,82
15.5,NY,sh,.036590412,82
16,NY,sh,.00086664566,82
16.5,NY,sh,.00073904154,82
17,NY,sh,.00062209193,82
17.5,NY,sh,.00051698158,82
18,NY,sh,.00042724263,82
18.5,NY,sh,.00034981608,82
19,NY,sh,.00028431549,82
19.5,NY,sh,.00022732541,82
20,NY,sh,.00018187622,82
20.5,NY,sh,.00014403956,82
21,NY,sh,.00011324712,82
21.5,NY,sh,.000088275585,82
22,NY,sh,.000069117857,82
22.5,NY,sh,.000052581454,82
23,NY,sh,.000040571646,82
23.5,NY,sh,.000031049614,82
24,NY,sh,.000023734045,82
24.5,NY,sh,.000017717062,82
1.5,NY,fh,1.0072593e-07,83
2,NY,fh,1.2422863e-06,83
2.5,NY,fh,8.1252247e-06,83
3,NY,fh,.000040290372,83
3.5,NY,fh,.00015293552,83
4,NY,fh,.00043987008,83
4.5,NY,fh,.0010424798,83
5,NY,fh,.0021214557,83
5.5,NY,fh,.003898093,83
6,NY,fh,.0065258988,83
6.5,NY,fh,.009946987,83
7,NY,fh,.014208264,83
7.5,NY,fh,.019087495,83
8,NY,fh,.024321886,83
8.5,NY,fh,.029542578,83
9,NY,fh,.034478519,83
9.5,NY,fh,.038861472,83
10,NY,fh,.042228639,83
10.5,NY,fh,.044617187,83
11,NY,fh,.045810789,83
11.5,NY,fh,.046021104,83
12,NY,fh,.045112219,83
12.5,NY,fh,.043252822,83
13,NY,fh,.040732723,83
13.5,NY,fh,.037686806,83
14,NY,fh,.034329377,83
14.5,NY,fh,.030808534,83
15,NY,fh,.027238134,83
15.5,NY,fh,.023761515,83
16,NY,fh,.063922659,83
16.5,NY,fh,.05451075,83
17,NY,fh,.045884699,83
17.5,NY,fh,.038131893,83
18,NY,fh,.031512864,83
18.5,NY,fh,.025801981,83
19,NY,fh,.020970743,83
19.5,NY,fh,.016767228,83
20,NY,fh,.013414955,83
20.5,NY,fh,.010624172,83
21,NY,fh,.0083529614,83
21.5,NY,fh,.0065110931,83
22,NY,fh,.0050980435,83
22.5,NY,fh,.0038783401,83
23,NY,fh,.0029925122,83
23.5,NY,fh,.0022901793,83
24,NY,fh,.0017505924,83
24.5,NY,fh,.0013067876,83
1.5,NY,pr,1.3545812e-07,83
2,NY,pr,1.6706499e-06,83
2.5,NY,pr,.000010926954,83
3,NY,pr,.000054183245,83
3.5,NY,pr,.00020567056,83
4,NY,pr,.00059154554,83
4.5,NY,pr,.0014019463,83
5,NY,pr,.0028529735,83
5.5,NY,pr,.0052422285,83
6,NY,pr,.0087761506,83
6.5,NY,pr,.013376894,83
7,NY,pr,.019107539,83
7.5,NY,pr,.025669221,83
8,NY,pr,.032708529,83
8.5,NY,pr,.039729413,83
9,NY,pr,.046367355,83
9.5,NY,pr,.052261632,83
10,NY,pr,.056789864,83
10.5,NY,pr,.060002029,83
11,NY,pr,.061607204,83
11.5,NY,pr,.061890043,83
12,NY,pr,.060667753,83
12.5,NY,pr,.058167204,83
13,NY,pr,.054778129,83
13.5,NY,pr,.050681923,83
14,NY,pr,.046166789,83
14.5,NY,pr,.041431893,83
15,NY,pr,.036630355,83
15.5,NY,pr,.031954929,83
16,NY,pr,.023650762,83
16.5,NY,pr,.020168446,83
17,NY,pr,.016976891,83
17.5,NY,pr,.014108428,83
18,NY,pr,.011659453,83
18.5,NY,pr,.0095464811,83
19,NY,pr,.0077589708,83
19.5,NY,pr,.0062037106,83
20,NY,pr,.0049634026,83
20.5,NY,pr,.0039308402,83
21,NY,pr,.0030905141,83
21.5,NY,pr,.0024090409,83
22,NY,pr,.0018862265,83
22.5,NY,pr,.0014349479,83
23,NY,pr,.0011072003,83
23.5,NY,pr,.00084734405,83
24,NY,pr,.00064770214,83
24.5,NY,pr,.00048349868,83
1.5,NY,sh,1.5520160e-07,83
2,NY,sh,1.9141530e-06,83
2.5,NY,sh,.000012519596,83
3,NY,sh,.000062080639,83
3.5,NY,sh,.00023564775,83
4,NY,sh,.00067776535,83
4.5,NY,sh,.0016062848,83
5,NY,sh,.0032688044,83
5.5,NY,sh,.0060063014,83
6,NY,sh,.010055305,83
6.5,NY,sh,.015326623,83
7,NY,sh,.021892529,83
7.5,NY,sh,.029410599,83
8,NY,sh,.03747591,83
8.5,NY,sh,.045520112,83
9,NY,sh,.05312556,83
9.5,NY,sh,.059878949,83
10,NY,sh,.065067187,83
10.5,NY,sh,.068747535,83
11,NY,sh,.070586674,83
11.5,NY,sh,.070910729,83
12,NY,sh,.069510289,83
12.5,NY,sh,.06664528,83
13,NY,sh,.062762231,83
13.5,NY,sh,.058068991,83
14,NY,sh,.052895758,83
14.5,NY,sh,.047470737,83
15,NY,sh,.041969355,83
15.5,NY,sh,.036612473,83
16,NY,sh,.00075822067,83
16.5,NY,sh,.000646581,83
17,NY,sh,.00054426282,83
17.5,NY,sh,.00045230266,83
18,NY,sh,.00037379083,83
18.5,NY,sh,.00030605102,83
19,NY,sh,.00024874514,83
19.5,NY,sh,.000198885,83
20,NY,sh,.00015912192,83
20.5,NY,sh,.00012601896,83
21,NY,sh,.000099078912,83
21.5,NY,sh,.00007723154,83
22,NY,sh,.000060470607,83
22.5,NY,sh,.000046003053,83
23,NY,sh,.000035495777,83
23.5,NY,sh,.000027165035,83
24,NY,sh,.000020764708,83
24.5,NY,sh,.000015500504,83
1.5,NY,fh,8.8257480e-08,84
2,NY,fh,1.0885088e-06,84
2.5,NY,fh,7.1194363e-06,84
3,NY,fh,.00003530299,84
3.5,NY,fh,.00013400427,84
4,NY,fh,.00038542037,84
4.5,NY,fh,.00091343542,84
5,NY,fh,.0018588495,84
5.5,NY,fh,.0034155641,84
6,NY,fh,.0057180845,84
6.5,NY,fh,.0087156901,84
7,NY,fh,.012449482,84
7.5,NY,fh,.016724732,84
8,NY,fh,.021311181,84
8.5,NY,fh,.025885623,84
9,NY,fh,.030210564,84
9.5,NY,fh,.034050968,84
10,NY,fh,.03700133,84
10.5,NY,fh,.03909421,84
11,NY,fh,.040140059,84
11.5,NY,fh,.040324342,84
12,NY,fh,.03952796,84
12.5,NY,fh,.03789873,84
13,NY,fh,.035690587,84
13.5,NY,fh,.033021711,84
14,NY,fh,.030079884,84
14.5,NY,fh,.026994873,84
15,NY,fh,.023866437,84
15.5,NY,fh,.020820174,84
16,NY,fh,.078379802,84
16.5,NY,fh,.066839233,84
17,NY,fh,.056262262,84
17.5,NY,fh,.046756033,84
18,NY,fh,.038640007,84
18.5,NY,fh,.031637516,84
19,NY,fh,.025713617,84
19.5,NY,fh,.020559406,84
20,NY,fh,.016448963,84
20.5,NY,fh,.013027,84
21,NY,fh,.010242118,84
21.5,NY,fh,.0079836817,84
22,NY,fh,.0062510483,84
22.5,NY,fh,.0047554891,84
23,NY,fh,.0036693171,84
23.5,NY,fh,.0028081404,84
24,NY,fh,.0021465172,84
24.5,NY,fh,.0016023387,84
1.5,NY,pr,1.3389956e-07,84
2,NY,pr,1.6514277e-06,84
2.5,NY,pr,.000010801231,84
3,NY,pr,.000053559823,84
3.5,NY,pr,.00020330415,84
4,NY,pr,.00058473932,84
4.5,NY,pr,.0013858158,84
5,NY,pr,.0028201477,84
5.5,NY,pr,.0051819123,84
6,NY,pr,.0086751739,84
6.5,NY,pr,.013222982,84
7,NY,pr,.018887691,84
7.5,NY,pr,.025373876,84
8,NY,pr,.032332189,84
8.5,NY,pr,.039272293,84
9,NY,pr,.045833863,84
9.5,NY,pr,.051660322,84
10,NY,pr,.056136452,84
10.5,NY,pr,.059311658,84
11,NY,pr,.060898367,84
11.5,NY,pr,.061177947,84
12,NY,pr,.059969723,84
12.5,NY,pr,.057497945,84
13,NY,pr,.054147866,84
13.5,NY,pr,.050098788,84
14,NY,pr,.045635603,84
14.5,NY,pr,.040955186,84
15,NY,pr,.03620889,84
15.5,NY,pr,.031587262,84
16,NY,pr,.025457902,84
16.5,NY,pr,.021709504,84
17,NY,pr,.018274086,84
17.5,NY,pr,.015186444,84
18,NY,pr,.012550344,84
18.5,NY,pr,.010275922,84
19,NY,pr,.0083518289,84
19.5,NY,pr,.0066777323,84
20,NY,pr,.005342653,84
20.5,NY,pr,.0042311931,84
21,NY,pr,.0033266584,84
21.5,NY,pr,.0025931143,84
22,NY,pr,.0020303519,84
22.5,NY,pr,.0015445915,84
23,NY,pr,.0011918008,84
23.5,NY,pr,.00091208908,84
24,NY,pr,.00069719262,84
24.5,NY,pr,.0005204425,84
1.5,NY,sh,1.5523278e-07,84
2,NY,sh,1.9145375e-06,84
2.5,NY,sh,.00001252211,84
3,NY,sh,.00006209311,84
3.5,NY,sh,.00023569509,84
4,NY,sh,.00067790149,84
4.5,NY,sh,.0016066075,84
5,NY,sh,.003269461,84
5.5,NY,sh,.0060075079,84
6,NY,sh,.010057325,84
6.5,NY,sh,.015329702,84
7,NY,sh,.021896927,84
7.5,NY,sh,.029416507,84
8,NY,sh,.037483439,84
8.5,NY,sh,.045529258,84
9,NY,sh,.053136233,84
9.5,NY,sh,.059890978,84
10,NY,sh,.065080255,84
10.5,NY,sh,.068761341,84
11,NY,sh,.070600852,84
11.5,NY,sh,.070924975,84
12,NY,sh,.069524251,84
12.5,NY,sh,.066658661,84
13,NY,sh,.062774844,84
13.5,NY,sh,.058080655,84
14,NY,sh,.052906383,84
14.5,NY,sh,.04748027,84
15,NY,sh,.041977786,84
15.5,NY,sh,.036619827,84
16,NY,sh,.00072207185,84
16.5,NY,sh,.00061575469,84
17,NY,sh,.0005183146,84
17.5,NY,sh,.00043073873,84
18,NY,sh,.00035597003,84
18.5,NY,sh,.00029145976,84
19,NY,sh,.000236886,84
19.5,NY,sh,.00018940298,84
20,NY,sh,.00015153564,84
20.5,NY,sh,.00012001089,84
21,NY,sh,.000094355237,84
21.5,NY,sh,.000073549461,84
22,NY,sh,.000057587618,84
22.5,NY,sh,.000043809818,84
23,NY,sh,.000033803484,84
23.5,NY,sh,.000025869918,84
24,NY,sh,.000019774732,84
24.5,NY,sh,.000014761503,84
1.5,NY,fh,9.0595321e-08,85
2,NY,fh,1.1173421e-06,85
2.5,NY,fh,7.3080223e-06,85
3,NY,fh,.000036238125,85
3.5,NY,fh,.00013755388,85
4,NY,fh,.00039562973,85
4.5,NY,fh,.0009376313,85
5,NY,fh,.0019080883,85
5.5,NY,fh,.0035060383,85
6,NY,fh,.0058695502,85
6.5,NY,fh,.0089465594,85
7,NY,fh,.012779254,85
7.5,NY,fh,.017167751,85
8,NY,fh,.021875689,85
8.5,NY,fh,.026571304,85
9,NY,fh,.031010807,85
9.5,NY,fh,.034952939,85
10,NY,fh,.037981454,85
10.5,NY,fh,.04012977,85
11,NY,fh,.041203324,85
11.5,NY,fh,.041392487,85
12,NY,fh,.040575013,85
12.5,NY,fh,.038902625,85
13,NY,fh,.036635991,85
13.5,NY,fh,.03389642,85
14,NY,fh,.030876666,85
14.5,NY,fh,.027709935,85
15,NY,fh,.024498632,85
15.5,NY,fh,.021371678,85
16,NY,fh,.07566908,85
16.5,NY,fh,.064527638,85
17,NY,fh,.054316465,85
17.5,NY,fh,.045139004,85
18,NY,fh,.037303664,85
18.5,NY,fh,.03054335,85
19,NY,fh,.024824325,85
19.5,NY,fh,.019848371,85
20,NY,fh,.015880086,85
20.5,NY,fh,.012576468,85
21,NY,fh,.0098879002,85
21.5,NY,fh,.0077075707,85
22,NY,fh,.0060348595,85
22.5,NY,fh,.0045910235,85
23,NY,fh,.0035424158,85
23.5,NY,fh,.0027110225,85
24,NY,fh,.002072281,85
24.5,NY,fh,.0015469227,85
1.5,NY,pr,1.3545812e-07,85
2,NY,pr,1.6706499e-06,85
2.5,NY,pr,.000010926954,85
3,NY,pr,.000054183245,85
3.5,NY,pr,.00020567056,85
4,NY,pr,.00059154554,85
4.5,NY,pr,.0014019463,85
5,NY,pr,.0028529735,85
5.5,NY,pr,.0052422285,85
6,NY,pr,.0087761506,85
6.5,NY,pr,.013376894,85
7,NY,pr,.019107539,85
7.5,NY,pr,.025669221,85
8,NY,pr,.032708529,85
8.5,NY,pr,.039729413,85
9,NY,pr,.046367355,85
9.5,NY,pr,.052261632,85
10,NY,pr,.056789864,85
10.5,NY,pr,.060002029,85
11,NY,pr,.061607204,85
11.5,NY,pr,.061890043,85
12,NY,pr,.060667753,85
12.5,NY,pr,.058167204,85
13,NY,pr,.054778129,85
13.5,NY,pr,.050681923,85
14,NY,pr,.046166789,85
14.5,NY,pr,.041431893,85
15,NY,pr,.036630355,85
15.5,NY,pr,.031954929,85
16,NY,pr,.023650762,85
16.5,NY,pr,.020168446,85
17,NY,pr,.016976891,85
17.5,NY,pr,.014108428,85
18,NY,pr,.011659453,85
18.5,NY,pr,.0095464811,85
19,NY,pr,.0077589708,85
19.5,NY,pr,.0062037106,85
20,NY,pr,.0049634026,85
20.5,NY,pr,.0039308402,85
21,NY,pr,.0030905141,85
21.5,NY,pr,.0024090409,85
22,NY,pr,.0018862265,85
22.5,NY,pr,.0014349479,85
23,NY,pr,.0011072003,85
23.5,NY,pr,.00084734405,85
24,NY,pr,.00064770214,85
24.5,NY,pr,.00048349868,85
1.5,NY,sh,1.5512369e-07,85
2,NY,sh,1.9131919e-06,85
2.5,NY,sh,.00001251331,85
3,NY,sh,.000062049468,85
3.5,NY,sh,.00023552944,85
4,NY,sh,.00067742507,85
4.5,NY,sh,.0016054783,85
5,NY,sh,.0032671632,85
5.5,NY,sh,.0060032858,85
6,NY,sh,.010050257,85
6.5,NY,sh,.015318928,85
7,NY,sh,.021881538,85
7.5,NY,sh,.029395834,85
8,NY,sh,.037457094,85
8.5,NY,sh,.045497257,85
9,NY,sh,.053098887,85
9.5,NY,sh,.059848886,85
10,NY,sh,.065034516,85
10.5,NY,sh,.068713017,85
11,NY,sh,.070551232,85
11.5,NY,sh,.070875131,85
12,NY,sh,.06947539,85
12.5,NY,sh,.066611819,85
13,NY,sh,.062730722,85
13.5,NY,sh,.058039837,85
14,NY,sh,.052869201,85
14.5,NY,sh,.047446903,85
15,NY,sh,.041948285,85
15.5,NY,sh,.036594089,85
16,NY,sh,.00084857125,85
16.5,NY,sh,.00072362839,85
17,NY,sh,.00060911785,85
17.5,NY,sh,.00050619961,85
18,NY,sh,.00041833223,85
18.5,NY,sh,.00034252045,85
19,NY,sh,.00027838594,85
19.5,NY,sh,.00022258439,85
20,NY,sh,.00017808308,85
20.5,NY,sh,.00014103553,85
21,NY,sh,.00011088528,85
21.5,NY,sh,.000086434549,85
22,NY,sh,.000067676359,85
22.5,NY,sh,.000051484836,85
23,NY,sh,.000039725499,85
23.5,NY,sh,.000030402056,85
24,NY,sh,.000023239058,85
24.5,NY,sh,.000017347562,85
1.5,NY,fh,8.8257480e-08,86
2,NY,fh,1.0885088e-06,86
2.5,NY,fh,7.1194363e-06,86
3,NY,fh,.00003530299,86
3.5,NY,fh,.00013400427,86
4,NY,fh,.00038542037,86
4.5,NY,fh,.00091343542,86
5,NY,fh,.0018588495,86
5.5,NY,fh,.0034155641,86
6,NY,fh,.0057180845,86
6.5,NY,fh,.0087156901,86
7,NY,fh,.012449482,86
7.5,NY,fh,.016724732,86
8,NY,fh,.021311181,86
8.5,NY,fh,.025885623,86
9,NY,fh,.030210564,86
9.5,NY,fh,.034050968,86
10,NY,fh,.03700133,86
10.5,NY,fh,.03909421,86
11,NY,fh,.040140059,86
11.5,NY,fh,.040324342,86
12,NY,fh,.03952796,86
12.5,NY,fh,.03789873,86
13,NY,fh,.035690587,86
13.5,NY,fh,.033021711,86
14,NY,fh,.030079884,86
14.5,NY,fh,.026994873,86
15,NY,fh,.023866437,86
15.5,NY,fh,.020820174,86
16,NY,fh,.078379802,86
16.5,NY,fh,.066839233,86
17,NY,fh,.056262262,86
17.5,NY,fh,.046756033,86
18,NY,fh,.038640007,86
18.5,NY,fh,.031637516,86
19,NY,fh,.025713617,86
19.5,NY,fh,.020559406,86
20,NY,fh,.016448963,86
20.5,NY,fh,.013027,86
21,NY,fh,.010242118,86
21.5,NY,fh,.0079836817,86
22,NY,fh,.0062510483,86
22.5,NY,fh,.0047554891,86
23,NY,fh,.0036693171,86
23.5,NY,fh,.0028081404,86
24,NY,fh,.0021465172,86
24.5,NY,fh,.0016023387,86
1.5,NY,pr,1.3545812e-07,86
2,NY,pr,1.6706499e-06,86
2.5,NY,pr,.000010926954,86
3,NY,pr,.000054183245,86
3.5,NY,pr,.00020567056,86
4,NY,pr,.00059154554,86
4.5,NY,pr,.0014019463,86
5,NY,pr,.0028529735,86
5.5,NY,pr,.0052422285,86
6,NY,pr,.0087761506,86
6.5,NY,pr,.013376894,86
7,NY,pr,.019107539,86
7.5,NY,pr,.025669221,86
8,NY,pr,.032708529,86
8.5,NY,pr,.039729413,86
9,NY,pr,.046367355,86
9.5,NY,pr,.052261632,86
10,NY,pr,.056789864,86
10.5,NY,pr,.060002029,86
11,NY,pr,.061607204,86
11.5,NY,pr,.061890043,86
12,NY,pr,.060667753,86
12.5,NY,pr,.058167204,86
13,NY,pr,.054778129,86
13.5,NY,pr,.050681923,86
14,NY,pr,.046166789,86
14.5,NY,pr,.041431893,86
15,NY,pr,.036630355,86
15.5,NY,pr,.031954929,86
16,NY,pr,.023650762,86
16.5,NY,pr,.020168446,86
17,NY,pr,.016976891,86
17.5,NY,pr,.014108428,86
18,NY,pr,.011659453,86
18.5,NY,pr,.0095464811,86
19,NY,pr,.0077589708,86
19.5,NY,pr,.0062037106,86
20,NY,pr,.0049634026,86
20.5,NY,pr,.0039308402,86
21,NY,pr,.0030905141,86
21.5,NY,pr,.0024090409,86
22,NY,pr,.0018862265,86
22.5,NY,pr,.0014349479,86
23,NY,pr,.0011072003,86
23.5,NY,pr,.00084734405,86
24,NY,pr,.00064770214,86
24.5,NY,pr,.00048349868,86
1.5,NY,sh,1.5506134e-07,86
2,NY,sh,1.9124229e-06,86
2.5,NY,sh,.000012508281,86
3,NY,sh,.000062024534,86
3.5,NY,sh,.00023543478,86
4,NY,sh,.00067715283,86
4.5,NY,sh,.0016048331,86
5,NY,sh,.0032658502,86
5.5,NY,sh,.0060008732,86
6,NY,sh,.010046218,86
6.5,NY,sh,.015312771,86
7,NY,sh,.021872744,86
7.5,NY,sh,.029384019,86
8,NY,sh,.03744204,86
8.5,NY,sh,.045478974,86
9,NY,sh,.053077549,86
9.5,NY,sh,.059824832,86
10,NY,sh,.06500838,86
10.5,NY,sh,.068685405,86
11,NY,sh,.070522875,86
11.5,NY,sh,.070846647,86
12,NY,sh,.069447473,86
12.5,NY,sh,.066585042,86
13,NY,sh,.062705509,86
13.5,NY,sh,.058016509,86
14,NY,sh,.052847952,86
14.5,NY,sh,.047427833,86
15,NY,sh,.041931424,86
15.5,NY,sh,.036579382,86
16,NY,sh,.00092085812,86
16.5,NY,sh,.00078527181,86
17,NY,sh,.00066100655,86
17.5,NY,sh,.000549321,86
18,NY,sh,.00045396853,86
18.5,NY,sh,.00037169861,86
19,NY,sh,.0003021007,86
19.5,NY,sh,.0002415456,86
20,NY,sh,.00019325338,86
20.5,NY,sh,.00015304987,86
21,NY,sh,.00012033122,86
21.5,NY,sh,.000093797615,86
22,NY,sh,.000073441479,86
22.5,NY,sh,.000055870652,86
23,NY,sh,.00004310958,86
23.5,NY,sh,.000032991902,86
24,NY,sh,.000025218713,86
24.5,NY,sh,.000018825342,86
1.5,NY,fh,9.5270984e-08,87
2,NY,fh,1.1750086e-06,87
2.5,NY,fh,7.6851920e-06,87
3,NY,fh,.000038108392,87
3.5,NY,fh,.0001446531,87
4,NY,fh,.00041604834,87
4.5,NY,fh,.00098602287,87
5,NY,fh,.0020065655,87
5.5,NY,fh,.0036869864,87
