length,state,mode,fitted_prob,draw
6,MA,sh,.010097672,19
6.5,MA,sh,.0153912,19
7,MA,sh,.021984771,19
7.5,MA,sh,.029534517,19
8,MA,sh,.03763381,19
8.5,MA,sh,.045711905,19
9,MA,sh,.053349398,19
9.5,MA,sh,.060131241,19
10,MA,sh,.065341339,19
10.5,MA,sh,.069037192,19
11,MA,sh,.070884079,19
11.5,MA,sh,.071209505,19
12,MA,sh,.069803163,19
12.5,MA,sh,.066926077,19
13,MA,sh,.063026674,19
13.5,MA,sh,.058313657,19
14,MA,sh,.053118628,19
14.5,MA,sh,.047670748,19
15,MA,sh,.042146187,19
15.5,MA,sh,.036766734,19
16,MA,sh,0,19
16.5,MA,sh,0,19
17,MA,sh,0,19
17.5,MA,sh,0,19
18,MA,sh,0,19
18.5,MA,sh,0,19
19,MA,sh,0,19
19.5,MA,sh,0,19
20,MA,sh,0,19
20.5,MA,sh,0,19
21,MA,sh,0,19
21.5,MA,sh,0,19
22,MA,sh,0,19
22.5,MA,sh,0,19
23,MA,sh,0,19
23.5,MA,sh,0,19
24,MA,sh,0,19
24.5,MA,sh,0,19
1.5,MA,fh,1.3034077e-07,20
2,MA,fh,1.6075359e-06,20
2.5,MA,fh,.000010514154,20
3,MA,fh,.000052136304,20
3.5,MA,fh,.00019790071,20
4,MA,fh,.00056919805,20
4.5,MA,fh,.0013489834,20
5,MA,fh,.0027451937,20
5.5,MA,fh,.005044187,20
6,MA,fh,.0084446045,20
6.5,MA,fh,.01287154,20
7,MA,fh,.018385693,20
7.5,MA,fh,.024699487,20
8,MA,fh,.031472862,20
8.5,MA,fh,.038228508,20
9,MA,fh,.044615686,20
9.5,MA,fh,.050287288,20
10,MA,fh,.054644451,20
10.5,MA,fh,.057735264,20
11,MA,fh,.059279803,20
11.5,MA,fh,.059551954,20
12,MA,fh,.058375843,20
12.5,MA,fh,.055969756,20
13,MA,fh,.052708715,20
13.5,MA,fh,.048767257,20
14,MA,fh,.044422694,20
14.5,MA,fh,.039866675,20
15,MA,fh,.035246529,20
15.5,MA,fh,.030747734,20
16,MA,fh,.029584318,20
16.5,MA,fh,.025228351,20
17,MA,fh,.021236092,20
17.5,MA,fh,.017647984,20
18,MA,fh,.014584603,20
18.5,MA,fh,.011941524,20
19,MA,fh,.0097055594,20
19.5,MA,fh,.0077601117,20
20,MA,fh,.0062086321,20
20.5,MA,fh,.0049170181,20
21,MA,fh,.0038658695,20
21.5,MA,fh,.0030134267,20
22,MA,fh,.0023594473,20
22.5,MA,fh,.001794951,20
23,MA,fh,.0013849773,20
23.5,MA,fh,.0010599276,20
24,MA,fh,.00081019913,20
24.5,MA,fh,.00060479995,20
1.5,MA,pr,1.2430642e-07,20
2,MA,pr,1.5331124e-06,20
2.5,MA,pr,.000010027385,20
3,MA,pr,.00004972257,20
3.5,MA,pr,.00018873857,20
4,MA,pr,.0005428461,20
4.5,MA,pr,.0012865301,20
5,MA,pr,.0026181005,20
5.5,MA,pr,.0048106583,20
6,MA,pr,.0080536483,20
6.5,MA,pr,.012275632,20
7,MA,pr,.017534496,20
7.5,MA,pr,.023555983,20
8,MA,pr,.030015774,20
8.5,MA,pr,.03645866,20
9,MA,pr,.042550132,20
9.5,MA,pr,.047959156,20
10,MA,pr,.052114598,20
10.5,MA,pr,.055062316,20
11,MA,pr,.056535348,20
11.5,MA,pr,.0567949,20
12,MA,pr,.055673238,20
12.5,MA,pr,.053378545,20
13,MA,pr,.050268482,20
13.5,MA,pr,.046509497,20
14,MA,pr,.042366073,20
14.5,MA,pr,.038020983,20
15,MA,pr,.033614732,20
15.5,MA,pr,.029324217,20
16,MA,pr,.036581121,20
16.5,MA,pr,.031194951,20
17,MA,pr,.026258508,20
17.5,MA,pr,.021821797,20
18,MA,pr,.018033916,20
18.5,MA,pr,.014765739,20
19,MA,pr,.01200096,20
19.5,MA,pr,.0095954072,20
20,MA,pr,.0076769972,20
20.5,MA,pr,.0060799113,20
21,MA,pr,.0047801621,20
21.5,MA,pr,.0037261134,20
22,MA,pr,.0029174653,20
22.5,MA,pr,.0022194637,20
23,MA,pr,.0017125296,20
23.5,MA,pr,.0013106045,20
24,MA,pr,.0010018143,20
24.5,MA,pr,.00074783736,20
1.5,MA,sh,1.5585553e-07,20
2,MA,sh,1.9222180e-06,20
2.5,MA,sh,.000012572345,20
3,MA,sh,.000062342209,20
3.5,MA,sh,.00023664063,20
4,MA,sh,.00068062101,20
4.5,MA,sh,.0016130527,20
5,MA,sh,.003282577,20
5.5,MA,sh,.0060316082,20
6,MA,sh,.010097672,20
6.5,MA,sh,.0153912,20
7,MA,sh,.021984771,20
7.5,MA,sh,.029534517,20
8,MA,sh,.03763381,20
8.5,MA,sh,.045711905,20
9,MA,sh,.053349398,20
9.5,MA,sh,.060131241,20
10,MA,sh,.065341339,20
10.5,MA,sh,.069037192,20
11,MA,sh,.070884079,20
11.5,MA,sh,.071209505,20
12,MA,sh,.069803163,20
12.5,MA,sh,.066926077,20
13,MA,sh,.063026674,20
13.5,MA,sh,.058313657,20
14,MA,sh,.053118628,20
14.5,MA,sh,.047670748,20
15,MA,sh,.042146187,20
15.5,MA,sh,.036766734,20
16,MA,sh,0,20
16.5,MA,sh,0,20
17,MA,sh,0,20
17.5,MA,sh,0,20
18,MA,sh,0,20
18.5,MA,sh,0,20
19,MA,sh,0,20
19.5,MA,sh,0,20
20,MA,sh,0,20
20.5,MA,sh,0,20
21,MA,sh,0,20
21.5,MA,sh,0,20
22,MA,sh,0,20
22.5,MA,sh,0,20
23,MA,sh,0,20
23.5,MA,sh,0,20
24,MA,sh,0,20
24.5,MA,sh,0,20
1.5,MA,fh,1.2878222e-07,21
2,MA,fh,1.5883137e-06,21
2.5,MA,fh,.000010388431,21
3,MA,fh,.000051512881,21
3.5,MA,fh,.0001955343,21
4,MA,fh,.00056239183,21
4.5,MA,fh,.0013328529,21
5,MA,fh,.0027123678,21
5.5,MA,fh,.0049838708,21
6,MA,fh,.0083436277,21
6.5,MA,fh,.012717629,21
7,MA,fh,.018165845,21
7.5,MA,fh,.024404142,21
8,MA,fh,.031096524,21
8.5,MA,fh,.037771393,21
9,MA,fh,.044082191,21
9.5,MA,fh,.049685977,21
10,MA,fh,.053991038,21
10.5,MA,fh,.057044894,21
11,MA,fh,.058570962,21
11.5,MA,fh,.058839861,21
12,MA,fh,.057677809,21
12.5,MA,fh,.055300497,21
13,MA,fh,.052078452,21
13.5,MA,fh,.048184119,21
14,MA,fh,.043891508,21
14.5,MA,fh,.039389968,21
15,MA,fh,.034825068,21
15.5,MA,fh,.030380066,21
16,MA,fh,.03139146,21
16.5,MA,fh,.026769411,21
17,MA,fh,.022533286,21
17.5,MA,fh,.018725999,21
18,MA,fh,.015475494,21
18.5,MA,fh,.012670965,21
19,MA,fh,.010298417,21
19.5,MA,fh,.0082341339,21
20,MA,fh,.006587883,21
20.5,MA,fh,.005217371,21
21,MA,fh,.0041020135,21
21.5,MA,fh,.0031975,21
22,MA,fh,.0025035727,21
22.5,MA,fh,.0019045945,21
23,MA,fh,.0014695778,21
23.5,MA,fh,.0011246727,21
24,MA,fh,.00085968967,21
24.5,MA,fh,.00064174377,21
1.5,MA,pr,1.2742353e-07,21
2,MA,pr,1.5715567e-06,21
2.5,MA,pr,.000010278832,21
3,MA,pr,.000050969411,21
3.5,MA,pr,.00019347138,21
4,MA,pr,.00055645849,21
4.5,MA,pr,.0013187911,21
5,MA,pr,.0026837518,21
5.5,MA,pr,.0049312902,21
6,MA,pr,.0082556009,21
6.5,MA,pr,.012583455,21
7,MA,pr,.017974192,21
7.5,MA,pr,.024146672,21
8,MA,pr,.03076845,21
8.5,MA,pr,.037372895,21
9,MA,pr,.043617118,21
9.5,MA,pr,.049161781,21
10,MA,pr,.053421423,21
10.5,MA,pr,.056443058,21
11,MA,pr,.057953026,21
11.5,MA,pr,.05821909,21
12,MA,pr,.057069298,21
12.5,MA,pr,.054717068,21
13,MA,pr,.051529013,21
13.5,MA,pr,.04767577,21
14,MA,pr,.043428443,21
14.5,MA,pr,.038974397,21
15,MA,pr,.034457654,21
15.5,MA,pr,.03005955,21
16,MA,pr,.032966841,21
16.5,MA,pr,.028112834,21
17,MA,pr,.023664121,21
17.5,MA,pr,.019665765,21
18,MA,pr,.016252132,21
18.5,MA,pr,.013306858,21
19,MA,pr,.010815244,21
19.5,MA,pr,.0086473646,21
20,MA,pr,.006918496,21
20.5,MA,pr,.0054792054,21
21,MA,pr,.0043078735,21
21.5,MA,pr,.0033579669,21
22,MA,pr,.0026292147,21
22.5,MA,pr,.0020001768,21
23,MA,pr,.0015433286,21
23.5,MA,pr,.0011811145,21
24,MA,pr,.00090283324,21
24.5,MA,pr,.00067394972,21
1.5,MA,sh,1.5585553e-07,21
2,MA,sh,1.9222180e-06,21
2.5,MA,sh,.000012572345,21
3,MA,sh,.000062342209,21
3.5,MA,sh,.00023664063,21
4,MA,sh,.00068062101,21
4.5,MA,sh,.0016130527,21
5,MA,sh,.003282577,21
5.5,MA,sh,.0060316082,21
6,MA,sh,.010097672,21
6.5,MA,sh,.0153912,21
7,MA,sh,.021984771,21
7.5,MA,sh,.029534517,21
8,MA,sh,.03763381,21
8.5,MA,sh,.045711905,21
9,MA,sh,.053349398,21
9.5,MA,sh,.060131241,21
10,MA,sh,.065341339,21
10.5,MA,sh,.069037192,21
11,MA,sh,.070884079,21
11.5,MA,sh,.071209505,21
12,MA,sh,.069803163,21
12.5,MA,sh,.066926077,21
13,MA,sh,.063026674,21
13.5,MA,sh,.058313657,21
14,MA,sh,.053118628,21
14.5,MA,sh,.047670748,21
15,MA,sh,.042146187,21
15.5,MA,sh,.036766734,21
16,MA,sh,0,21
16.5,MA,sh,0,21
17,MA,sh,0,21
17.5,MA,sh,0,21
18,MA,sh,0,21
18.5,MA,sh,0,21
19,MA,sh,0,21
19.5,MA,sh,0,21
20,MA,sh,0,21
20.5,MA,sh,0,21
21,MA,sh,0,21
21.5,MA,sh,0,21
22,MA,sh,0,21
22.5,MA,sh,0,21
23,MA,sh,0,21
23.5,MA,sh,0,21
24,MA,sh,0,21
24.5,MA,sh,0,21
1.5,MA,fh,1.2956149e-07,22
2,MA,fh,1.5979248e-06,22
2.5,MA,fh,.000010451293,22
3,MA,fh,.000051824594,22
3.5,MA,fh,.0001967175,22
4,MA,fh,.00056579494,22
4.5,MA,fh,.0013409181,22
5,MA,fh,.0027287807,22
5.5,MA,fh,.0050140289,22
6,MA,fh,.0083941165,22
6.5,MA,fh,.012794585,22
7,MA,fh,.018275769,22
7.5,MA,fh,.024551814,22
8,MA,fh,.031284694,22
8.5,MA,fh,.03799995,22
9,MA,fh,.04434894,22
9.5,MA,fh,.049986631,22
10,MA,fh,.054317746,22
10.5,MA,fh,.057390079,22
11,MA,fh,.058925383,22
11.5,MA,fh,.059195906,22
12,MA,fh,.058026828,22
12.5,MA,fh,.055635128,22
13,MA,fh,.052393582,22
13.5,MA,fh,.04847569,22
14,MA,fh,.044157103,22
14.5,MA,fh,.039628323,22
15,MA,fh,.035035796,22
15.5,MA,fh,.0305639,22
16,MA,fh,.030487889,22
16.5,MA,fh,.025998881,22
17,MA,fh,.021884689,22
17.5,MA,fh,.01818699,22
18,MA,fh,.015030048,22
18.5,MA,fh,.012306245,22
19,MA,fh,.010001988,22
19.5,MA,fh,.0079971226,22
20,MA,fh,.0063982573,22
20.5,MA,fh,.0050671948,22
21,MA,fh,.0039839414,22
21.5,MA,fh,.0031054635,22
22,MA,fh,.00243151,22
22.5,MA,fh,.0018497728,22
23,MA,fh,.0014272775,22
23.5,MA,fh,.0010923002,22
24,MA,fh,.00083494437,22
24.5,MA,fh,.00062327186,22
1.5,MA,pr,1.1651365e-07,22
2,MA,pr,1.4370015e-06,22
2.5,MA,pr,9.3987674e-06,22
3,MA,pr,.000046605459,22
3.5,MA,pr,.00017690654,22
4,MA,pr,.00050881505,22
4.5,MA,pr,.0012058774,22
5,MA,pr,.0024539714,22
5.5,MA,pr,.0045090774,22
6,MA,pr,.0075487643,22
6.5,MA,pr,.011506071,22
7,MA,pr,.016435258,22
7.5,MA,pr,.022079257,22
8,MA,pr,.028134083,22
8.5,MA,pr,.034173064,22
9,MA,pr,.03988266,22
9.5,MA,pr,.044952594,22
10,MA,pr,.04884753,22
10.5,MA,pr,.051610459,22
11,MA,pr,.052991144,22
11.5,MA,pr,.053234424,22
12,MA,pr,.052183077,22
12.5,MA,pr,.050032239,22
13,MA,pr,.047117148,22
13.5,MA,pr,.043593813,22
14,MA,pr,.039710142,22
14.5,MA,pr,.035637446,22
15,MA,pr,.031507421,22
15.5,MA,pr,.027485879,22
16,MA,pr,.045616832,22
16.5,MA,pr,.038900252,22
17,MA,pr,.032744486,22
17.5,MA,pr,.027211884,22
18,MA,pr,.022488378,22
18.5,MA,pr,.018412948,22
19,MA,pr,.014965255,22
19.5,MA,pr,.011965519,22
20,MA,pr,.0095732519,22
20.5,MA,pr,.0075816787,22
21,MA,pr,.005960885,22
21.5,MA,pr,.004646481,22
22,MA,pr,.0036380931,22
22.5,MA,pr,.0027676818,22
23,MA,pr,.0021355324,22
23.5,MA,pr,.00163433,22
24,MA,pr,.0012492671,22
24.5,MA,pr,.00093255675,22
1.5,MA,sh,1.5585553e-07,22
2,MA,sh,1.9222180e-06,22
2.5,MA,sh,.000012572345,22
3,MA,sh,.000062342209,22
3.5,MA,sh,.00023664063,22
4,MA,sh,.00068062101,22
4.5,MA,sh,.0016130527,22
5,MA,sh,.003282577,22
5.5,MA,sh,.0060316082,22
6,MA,sh,.010097672,22
6.5,MA,sh,.0153912,22
7,MA,sh,.021984771,22
7.5,MA,sh,.029534517,22
8,MA,sh,.03763381,22
8.5,MA,sh,.045711905,22
9,MA,sh,.053349398,22
9.5,MA,sh,.060131241,22
10,MA,sh,.065341339,22
10.5,MA,sh,.069037192,22
11,MA,sh,.070884079,22
11.5,MA,sh,.071209505,22
12,MA,sh,.069803163,22
12.5,MA,sh,.066926077,22
13,MA,sh,.063026674,22
13.5,MA,sh,.058313657,22
14,MA,sh,.053118628,22
14.5,MA,sh,.047670748,22
15,MA,sh,.042146187,22
15.5,MA,sh,.036766734,22
16,MA,sh,0,22
16.5,MA,sh,0,22
17,MA,sh,0,22
17.5,MA,sh,0,22
18,MA,sh,0,22
18.5,MA,sh,0,22
19,MA,sh,0,22
19.5,MA,sh,0,22
20,MA,sh,0,22
20.5,MA,sh,0,22
21,MA,sh,0,22
21.5,MA,sh,0,22
22,MA,sh,0,22
22.5,MA,sh,0,22
23,MA,sh,0,22
23.5,MA,sh,0,22
24,MA,sh,0,22
24.5,MA,sh,0,22
1.5,MA,fh,1.2956149e-07,23
2,MA,fh,1.5979248e-06,23
2.5,MA,fh,.000010451293,23
3,MA,fh,.000051824594,23
3.5,MA,fh,.0001967175,23
4,MA,fh,.00056579494,23
4.5,MA,fh,.0013409181,23
5,MA,fh,.0027287807,23
5.5,MA,fh,.0050140289,23
6,MA,fh,.0083941165,23
6.5,MA,fh,.012794585,23
7,MA,fh,.018275769,23
7.5,MA,fh,.024551814,23
8,MA,fh,.031284694,23
8.5,MA,fh,.03799995,23
9,MA,fh,.04434894,23
9.5,MA,fh,.049986631,23
10,MA,fh,.054317746,23
10.5,MA,fh,.057390079,23
11,MA,fh,.058925383,23
11.5,MA,fh,.059195906,23
12,MA,fh,.058026828,23
12.5,MA,fh,.055635128,23
13,MA,fh,.052393582,23
13.5,MA,fh,.04847569,23
14,MA,fh,.044157103,23
14.5,MA,fh,.039628323,23
15,MA,fh,.035035796,23
15.5,MA,fh,.0305639,23
16,MA,fh,.030487889,23
16.5,MA,fh,.025998881,23
17,MA,fh,.021884689,23
17.5,MA,fh,.01818699,23
18,MA,fh,.015030048,23
18.5,MA,fh,.012306245,23
19,MA,fh,.010001988,23
19.5,MA,fh,.0079971226,23
20,MA,fh,.0063982573,23
20.5,MA,fh,.0050671948,23
21,MA,fh,.0039839414,23
21.5,MA,fh,.0031054635,23
22,MA,fh,.00243151,23
22.5,MA,fh,.0018497728,23
23,MA,fh,.0014272775,23
23.5,MA,fh,.0010923002,23
24,MA,fh,.00083494437,23
24.5,MA,fh,.00062327186,23
1.5,MA,pr,1.2586499e-07,23
2,MA,pr,1.5523345e-06,23
2.5,MA,pr,.000010153108,23
3,MA,pr,.000050345989,23
3.5,MA,pr,.00019110498,23
4,MA,pr,.00054965232,23
4.5,MA,pr,.0013026606,23
5,MA,pr,.0026509261,23
5.5,MA,pr,.004870974,23
6,MA,pr,.0081546241,23
6.5,MA,pr,.012429544,23
7,MA,pr,.017754344,23
7.5,MA,pr,.023851328,23
8,MA,pr,.030392112,23
8.5,MA,pr,.036915779,23
9,MA,pr,.043083623,23
9.5,MA,pr,.048560467,23
10,MA,pr,.052768011,23
10.5,MA,pr,.055752687,23
11,MA,pr,.057244189,23
11.5,MA,pr,.057506993,23
12,MA,pr,.056371268,23
12.5,MA,pr,.054047804,23
13,MA,pr,.050898746,23
13.5,MA,pr,.047092631,23
14,MA,pr,.042897258,23
14.5,MA,pr,.03849769,23
15,MA,pr,.034036193,23
15.5,MA,pr,.029691884,23
16,MA,pr,.034773983,23
16.5,MA,pr,.029653894,23
17,MA,pr,.024961315,23
17.5,MA,pr,.020743782,23
18,MA,pr,.017143024,23
18.5,MA,pr,.014036299,23
19,MA,pr,.011408103,23
19.5,MA,pr,.0091213854,23
20,MA,pr,.0072977468,23
20.5,MA,pr,.0057795583,23
21,MA,pr,.0045440178,23
21.5,MA,pr,.00354204,23
22,MA,pr,.0027733401,23
22.5,MA,pr,.0021098203,23
23,MA,pr,.001627929,23
23.5,MA,pr,.0012458594,23
24,MA,pr,.00095232372,23
24.5,MA,pr,.00071089354,23
1.5,MA,sh,1.5585553e-07,23
2,MA,sh,1.9222180e-06,23
2.5,MA,sh,.000012572345,23
3,MA,sh,.000062342209,23
3.5,MA,sh,.00023664063,23
4,MA,sh,.00068062101,23
4.5,MA,sh,.0016130527,23
5,MA,sh,.003282577,23
5.5,MA,sh,.0060316082,23
6,MA,sh,.010097672,23
6.5,MA,sh,.0153912,23
7,MA,sh,.021984771,23
7.5,MA,sh,.029534517,23
8,MA,sh,.03763381,23
8.5,MA,sh,.045711905,23
9,MA,sh,.053349398,23
9.5,MA,sh,.060131241,23
10,MA,sh,.065341339,23
10.5,MA,sh,.069037192,23
11,MA,sh,.070884079,23
11.5,MA,sh,.071209505,23
12,MA,sh,.069803163,23
12.5,MA,sh,.066926077,23
13,MA,sh,.063026674,23
13.5,MA,sh,.058313657,23
14,MA,sh,.053118628,23
14.5,MA,sh,.047670748,23
15,MA,sh,.042146187,23
15.5,MA,sh,.036766734,23
16,MA,sh,0,23
16.5,MA,sh,0,23
17,MA,sh,0,23
17.5,MA,sh,0,23
18,MA,sh,0,23
18.5,MA,sh,0,23
19,MA,sh,0,23
19.5,MA,sh,0,23
20,MA,sh,0,23
20.5,MA,sh,0,23
21,MA,sh,0,23
21.5,MA,sh,0,23
22,MA,sh,0,23
22.5,MA,sh,0,23
23,MA,sh,0,23
23.5,MA,sh,0,23
24,MA,sh,0,23
24.5,MA,sh,0,23
1.5,MA,fh,1.2956149e-07,24
2,MA,fh,1.5979248e-06,24
2.5,MA,fh,.000010451293,24
3,MA,fh,.000051824594,24
3.5,MA,fh,.0001967175,24
4,MA,fh,.00056579494,24
4.5,MA,fh,.0013409181,24
5,MA,fh,.0027287807,24
5.5,MA,fh,.0050140289,24
6,MA,fh,.0083941165,24
6.5,MA,fh,.012794585,24
7,MA,fh,.018275769,24
7.5,MA,fh,.024551814,24
8,MA,fh,.031284694,24
8.5,MA,fh,.03799995,24
9,MA,fh,.04434894,24
9.5,MA,fh,.049986631,24
10,MA,fh,.054317746,24
10.5,MA,fh,.057390079,24
11,MA,fh,.058925383,24
11.5,MA,fh,.059195906,24
12,MA,fh,.058026828,24
12.5,MA,fh,.055635128,24
13,MA,fh,.052393582,24
13.5,MA,fh,.04847569,24
14,MA,fh,.044157103,24
14.5,MA,fh,.039628323,24
15,MA,fh,.035035796,24
15.5,MA,fh,.0305639,24
16,MA,fh,.030487889,24
16.5,MA,fh,.025998881,24
17,MA,fh,.021884689,24
17.5,MA,fh,.01818699,24
18,MA,fh,.015030048,24
18.5,MA,fh,.012306245,24
19,MA,fh,.010001988,24
19.5,MA,fh,.0079971226,24
20,MA,fh,.0063982573,24
20.5,MA,fh,.0050671948,24
21,MA,fh,.0039839414,24
21.5,MA,fh,.0031054635,24
22,MA,fh,.00243151,24
22.5,MA,fh,.0018497728,24
23,MA,fh,.0014272775,24
23.5,MA,fh,.0010923002,24
24,MA,fh,.00083494437,24
24.5,MA,fh,.00062327186,24
1.5,MA,pr,1.2196860e-07,24
2,MA,pr,1.5042792e-06,24
2.5,MA,pr,9.8388000e-06,24
3,MA,pr,.000048787435,24
3.5,MA,pr,.00018518897,24
4,MA,pr,.00053263677,24
4.5,MA,pr,.0012623343,24
5,MA,pr,.0025688617,24
5.5,MA,pr,.004720184,24
6,MA,pr,.0079021826,24
6.5,MA,pr,.012044764,24
7,MA,pr,.017204726,24
7.5,MA,pr,.023112966,24
8,MA,pr,.029451268,24
8.5,MA,pr,.035772979,24
9,MA,pr,.041749891,24
9.5,MA,pr,.047057189,24
10,MA,pr,.051134478,24
10.5,MA,pr,.05402676,24
11,MA,pr,.055472087,24
11.5,MA,pr,.055726759,24
12,MA,pr,.054626189,24
12.5,MA,pr,.052374657,24
13,MA,pr,.049323082,24
13.5,MA,pr,.045634791,24
14,MA,pr,.041569296,24
14.5,MA,pr,.037305921,24
15,MA,pr,.032982539,24
15.5,MA,pr,.028772715,24
16,MA,pr,.039291833,24
16.5,MA,pr,.033506539,24
17,MA,pr,.028204298,24
17.5,MA,pr,.023438822,24
18,MA,pr,.019370252,24
18.5,MA,pr,.015859902,24
19,MA,pr,.012890248,24
19.5,MA,pr,.01030644,24
20,MA,pr,.0082458733,24
20.5,MA,pr,.0065304409,24
21,MA,pr,.0051343786,24
21.5,MA,pr,.0040022233,24
22,MA,pr,.0031336534,24
22.5,MA,pr,.002383929,24
23,MA,pr,.0018394303,24
23.5,MA,pr,.001407722,24
24,MA,pr,.00107605,24
24.5,MA,pr,.00080325315,24
1.5,MA,sh,1.5585553e-07,24
2,MA,sh,1.9222180e-06,24
2.5,MA,sh,.000012572345,24
3,MA,sh,.000062342209,24
3.5,MA,sh,.00023664063,24
4,MA,sh,.00068062101,24
4.5,MA,sh,.0016130527,24
5,MA,sh,.003282577,24
5.5,MA,sh,.0060316082,24
6,MA,sh,.010097672,24
6.5,MA,sh,.0153912,24
7,MA,sh,.021984771,24
7.5,MA,sh,.029534517,24
8,MA,sh,.03763381,24
8.5,MA,sh,.045711905,24
9,MA,sh,.053349398,24
9.5,MA,sh,.060131241,24
10,MA,sh,.065341339,24
10.5,MA,sh,.069037192,24
11,MA,sh,.070884079,24
11.5,MA,sh,.071209505,24
12,MA,sh,.069803163,24
12.5,MA,sh,.066926077,24
13,MA,sh,.063026674,24
13.5,MA,sh,.058313657,24
14,MA,sh,.053118628,24
14.5,MA,sh,.047670748,24
15,MA,sh,.042146187,24
15.5,MA,sh,.036766734,24
16,MA,sh,0,24
16.5,MA,sh,0,24
17,MA,sh,0,24
17.5,MA,sh,0,24
18,MA,sh,0,24
18.5,MA,sh,0,24
19,MA,sh,0,24
19.5,MA,sh,0,24
20,MA,sh,0,24
20.5,MA,sh,0,24
21,MA,sh,0,24
21.5,MA,sh,0,24
22,MA,sh,0,24
22.5,MA,sh,0,24
23,MA,sh,0,24
23.5,MA,sh,0,24
24,MA,sh,0,24
24.5,MA,sh,0,24
1.5,MA,fh,1.3034077e-07,25
2,MA,fh,1.6075359e-06,25
2.5,MA,fh,.000010514154,25
3,MA,fh,.000052136304,25
3.5,MA,fh,.00019790071,25
4,MA,fh,.00056919805,25
4.5,MA,fh,.0013489834,25
5,MA,fh,.0027451937,25
5.5,MA,fh,.005044187,25
6,MA,fh,.0084446045,25
6.5,MA,fh,.01287154,25
7,MA,fh,.018385693,25
7.5,MA,fh,.024699487,25
8,MA,fh,.031472862,25
8.5,MA,fh,.038228508,25
9,MA,fh,.044615686,25
9.5,MA,fh,.050287288,25
10,MA,fh,.054644451,25
10.5,MA,fh,.057735264,25
11,MA,fh,.059279803,25
11.5,MA,fh,.059551954,25
12,MA,fh,.058375843,25
12.5,MA,fh,.055969756,25
13,MA,fh,.052708715,25
13.5,MA,fh,.048767257,25
14,MA,fh,.044422694,25
14.5,MA,fh,.039866675,25
15,MA,fh,.035246529,25
15.5,MA,fh,.030747734,25
16,MA,fh,.029584318,25
16.5,MA,fh,.025228351,25
17,MA,fh,.021236092,25
17.5,MA,fh,.017647984,25
18,MA,fh,.014584603,25
18.5,MA,fh,.011941524,25
19,MA,fh,.0097055594,25
19.5,MA,fh,.0077601117,25
20,MA,fh,.0062086321,25
20.5,MA,fh,.0049170181,25
21,MA,fh,.0038658695,25
21.5,MA,fh,.0030134267,25
22,MA,fh,.0023594473,25
22.5,MA,fh,.001794951,25
23,MA,fh,.0013849773,25
23.5,MA,fh,.0010599276,25
24,MA,fh,.00081019913,25
24.5,MA,fh,.00060479995,25
1.5,MA,pr,1.2274788e-07,25
2,MA,pr,1.5138902e-06,25
2.5,MA,pr,9.9016615e-06,25
3,MA,pr,.000049099148,25
3.5,MA,pr,.00018637217,25
4,MA,pr,.00053603988,25
4.5,MA,pr,.0012703995,25
5,MA,pr,.0025852746,25
5.5,MA,pr,.0047503421,25
6,MA,pr,.0079526715,25
6.5,MA,pr,.012121719,25
7,MA,pr,.01731465,25
7.5,MA,pr,.023260638,25
8,MA,pr,.029639438,25
8.5,MA,pr,.036001541,25
9,MA,pr,.042016637,25
9.5,MA,pr,.047357846,25
10,MA,pr,.051461186,25
10.5,MA,pr,.054371946,25
11,MA,pr,.055826508,25
11.5,MA,pr,.056082804,25
12,MA,pr,.054975208,25
12.5,MA,pr,.052709285,25
13,MA,pr,.049638215,25
13.5,MA,pr,.045926362,25
14,MA,pr,.041834887,25
14.5,MA,pr,.037544277,25
15,MA,pr,.033193272,25
15.5,MA,pr,.028956549,25
16,MA,pr,.03838826,25
16.5,MA,pr,.032736011,25
17,MA,pr,.027555702,25
17.5,MA,pr,.022899814,25
18,MA,pr,.018924806,25
18.5,MA,pr,.01549518,25
19,MA,pr,.012593819,25
19.5,MA,pr,.010069429,25
20,MA,pr,.0080562476,25
20.5,MA,pr,.0063802646,25
21,MA,pr,.0050163064,25
21.5,MA,pr,.0039101867,25
22,MA,pr,.0030615907,25
22.5,MA,pr,.0023291071,25
23,MA,pr,.0017971301,25
23.5,MA,pr,.0013753496,25
24,MA,pr,.0010513047,25
24.5,MA,pr,.00078478124,25
1.5,MA,sh,1.5585553e-07,25
2,MA,sh,1.9222180e-06,25
2.5,MA,sh,.000012572345,25
3,MA,sh,.000062342209,25
3.5,MA,sh,.00023664063,25
4,MA,sh,.00068062101,25
4.5,MA,sh,.0016130527,25
5,MA,sh,.003282577,25
5.5,MA,sh,.0060316082,25
6,MA,sh,.010097672,25
6.5,MA,sh,.0153912,25
7,MA,sh,.021984771,25
7.5,MA,sh,.029534517,25
8,MA,sh,.03763381,25
8.5,MA,sh,.045711905,25
9,MA,sh,.053349398,25
9.5,MA,sh,.060131241,25
10,MA,sh,.065341339,25
10.5,MA,sh,.069037192,25
11,MA,sh,.070884079,25
11.5,MA,sh,.071209505,25
12,MA,sh,.069803163,25
12.5,MA,sh,.066926077,25
13,MA,sh,.063026674,25
13.5,MA,sh,.058313657,25
14,MA,sh,.053118628,25
14.5,MA,sh,.047670748,25
15,MA,sh,.042146187,25
15.5,MA,sh,.036766734,25
16,MA,sh,0,25
16.5,MA,sh,0,25
17,MA,sh,0,25
