iteration_2024,length,draw,n_fish_population_2024,state,mode,fitted_prob
333,11,37,27828654.20312521,CT,pr,.046181981
333,11.5,37,29668916.2421875,CT,pr,.038471647
333,12,37,29605854.19824219,CT,pr,.030536953
333,12.5,37,28789421.18615723,CT,pr,.023148794
333,13,37,26019051.20214877,CT,pr,.016741594
333,13.5,37,20508109.10852051,CT,pr,.011621037
333,14,37,13765460.60156276,CT,pr,.0077423411
333,14.5,37,8581944.474612763,CT,pr,.0049589789
333,15,37,5082858.924316406,CT,pr,.0030690739
333,15.5,37,2683021.845704296,CT,pr,.0018304177
333,16,37,1222546.968261719,CT,pr,.0010621003
333,16.5,37,682696.9958496094,CT,pr,.0005998931
333,17,37,520428.0000004101,CT,pr,.0003278449
333,17.5,37,413130.84375,CT,pr,.00017553446
333,18,37,384609.65625,CT,pr,.000091557486
333,18.5,37,384609.65625,CT,pr,.000047724458
333,19,37,384609.65625,CT,pr,.000022881588
336,4,38,25003236.65527344,CT,pr,.000029761319
336,4.5,38,28017390.3671875,CT,pr,.00021567021
336,5,38,30911904.42968838,CT,pr,.0010214471
336,5.5,38,32126040.69873047,CT,pr,.003592988
336,6,38,30664481.17774843,CT,pr,.010200894
336,6.5,38,27916889.73144531,CT,pr,.023941195
336,7,38,26374270.90234375,CT,pr,.046361446
336,7.5,38,25043191.65625,CT,pr,.075621583
336,8,38,23371726.015625,CT,pr,.10557076
336,8.5,38,22502923.06251562,CT,pr,.12787437
336,9,38,22938646.03125,CT,pr,.14127684
336,9.5,38,23109733.8046875,CT,pr,.14503534
336,10,38,23506703.21875,CT,pr,.060795743
336,10.5,38,26234731.76757813,CT,pr,.055614199
336,11,38,30033447.84375024,CT,pr,.0492105
336,11.5,38,32216188.65625,CT,pr,.04152536
336,12,38,32271577.54003906,CT,pr,.033269081
336,12.5,38,31446911.86035156,CT,pr,.025378121
336,13,38,28452367.45507842,CT,pr,.018437488
336,13.5,38,22441580.63183594,CT,pr,.012848755
336,14,38,15071125.2597659,CT,pr,.0085938387
336,14.5,38,9398601.85937799,CT,pr,.0055193733
336,15,38,5567299.557617188,CT,pr,.0034217902
336,15.5,38,2939062.89257945,CT,pr,.0020431574
336,16,38,1339240.015136719,CT,pr,.0011857392
336,16.5,38,747936.9829101563,CT,pr,.0006703278
336,17,38,570205.3750004359,CT,pr,.00036658929
336,17.5,38,452645.5625,CT,pr,.00019627892
336,18,38,421396.40625,CT,pr,.00010237764
336,18.5,38,421396.40625,CT,pr,.000053364485
336,19,38,421396.40625,CT,pr,.00002558571
349,4,39,25858347.39099121,CT,pr,.000030221094
349,4.5,39,28417770.0234375,CT,pr,.00021808728
349,5,39,30579416.0781269,CT,pr,.0010243719
349,5.5,39,31008688.52001953,CT,pr,.0035653377
349,6,39,28876216.18751099,CT,pr,.0099982284
349,6.5,39,25787242.96191406,CT,pr,.023239698
349,7,39,24459181.3515625,CT,pr,.045092519
349,7.5,39,23837462.765625,CT,pr,.07448303
349,8,39,23196328.2265625,CT,pr,.10613947
349,8.5,39,23415051.18751704,CT,pr,.13164322
349,9,39,24600940.0625,CT,pr,.14764701
349,9.5,39,25107547.8125,CT,pr,.15203023
349,10,39,25541359.22851563,CT,pr,.060316022
349,10.5,39,28265558.72698975,CT,pr,.053954944
349,11,39,32119288.96875022,CT,pr,.046863351
349,11.5,39,34337454.109375,CT,pr,.039079703
349,12,39,34415380.51660156,CT,pr,.031109646
349,12.5,39,33654833.99176025,CT,pr,.023687713
349,13,39,30568302.11328148,CT,pr,.017204875
349,13.5,39,24199609.14099121,CT,pr,.011990542
349,14,39,16309235.15234409,CT,pr,.008019614
349,14.5,39,10193127.58985019,CT,pr,.0051494804
349,15,39,6041309.991455078,CT,pr,.0031899719
349,15.5,39,3189065.714844426,CT,pr,.0019030455
349,16,39,1453040.954101563,CT,pr,.0011042239
349,16.5,39,811137.8161621094,CT,pr,.00062362832
349,17,39,618182.125000535,CT,pr,.00034079299
349,17.5,39,490730.96875,CT,pr,.00018246713
349,18,39,456852.5,CT,pr,.000095173506
349,18.5,39,456852.5,CT,pr,.000049609313
349,19,39,456852.5,CT,pr,.000023785286
364,4,40,22720192.37084961,CT,pr,.000031669995
364,4.5,40,25197126.84179688,CT,pr,.00023202498
364,5,40,27368741.87500148,CT,pr,.0011098293
364,5.5,40,27958528.9296875,CT,pr,.003929961
364,6,40,26194524.83203895,CT,pr,.011218177
364,6.5,40,23476697.78857422,CT,pr,.02652517
364,7,40,22166450.6484375,CT,pr,.051672168
364,7.5,40,21328520.8671875,CT,pr,.084231883
364,8,40,20299235.94140625,CT,pr,.11639046
364,8.5,40,19842075.56251449,CT,pr,.13787264
364,9,40,20233749.40625,CT,pr,.1483631
364,9.5,40,20084001.8203125,CT,pr,.14735508
364,10,40,19715862.57421875,CT,pr,.057283185
364,10.5,40,20955929.83538818,CT,pr,.048988279
364,11,40,23184033.96875021,CT,pr,.041340664
364,11.5,40,24409912.79296875,CT,pr,.033919524
364,12,40,24239212.43261719,CT,pr,.026734702
364,12.5,40,23598445.08258057,CT,pr,.020258725
364,13,40,21395123.61328145,CT,pr,.014685481
364,13.5,40,16922219.08959961,CT,pr,.01022571
364,14,40,11398461.66210968,CT,pr,.006836459
364,14.5,40,7122427.458989424,CT,pr,.0043895235
364,15,40,4221377.327148438,CT,pr,.0027196337
364,15.5,40,2228380.303711413,CT,pr,.0016226323
364,16,40,1015323.073730469,CT,pr,.00094153162
364,16.5,40,566792.5723876953,CT,pr,.0005317902
364,17,40,431964.7187503732,CT,pr,.00029062515
364,17.5,40,342906.15625,CT,pr,.00015560629
364,18,40,319233.03125,CT,pr,.000081163096
364,18.5,40,319233.03125,CT,pr,.000042306365
364,19,40,319233.03125,CT,pr,.000020283875
384,4,41,24247826.28198242,CT,pr,.000024272922
384,4.5,41,26905794.85351563,CT,pr,.00017542818
384,5,41,29622098.31250124,CT,pr,.00083675538
384,5.5,41,31036167.91015625,CT,pr,.0029950857
384,6,41,30232422.75782724,CT,pr,.0087685939
384,6.5,41,28672435.69921875,CT,pr,.02170481
384,7,41,28809639.69140625,CT,pr,.045136333
384,7.5,41,29113890.890625,CT,pr,.078604609
384,8,41,28643435.21875,CT,pr,.11524564
384,8.5,41,28434857.18751606,CT,pr,.14247203
384,9,41,28897194,CT,pr,.15524612
384,9.5,41,28452274.9375,CT,pr,.15419495
384,10,41,27784849.61328125,CT,pr,.05862283
384,10.5,41,29413588.79437256,CT,pr,.050056979
384,11,41,32414709.9375002,CT,pr,.042116731
384,11.5,41,33968365.2734375,CT,pr,.03441
384,12,41,33512061.77539063,CT,pr,.026959568
384,12.5,41,32382366.05969238,CT,pr,.02029206
384,13,41,29166898.45703162,CT,pr,.014627459
384,13.5,41,22933349.68041992,CT,pr,.010136914
384,14,41,15360647.30664105,CT,pr,.0067479797
384,14.5,41,9563772.6640667,CT,pr,.0043215561
384,15,41,5660902.854003906,CT,pr,.0026758155
384,15.5,41,2987153.324220141,CT,pr,.0015965508
384,16,41,1361080.215820313,CT,pr,.00092647091
384,16.5,41,759913.7526855469,CT,pr,.00052350655
384,17,41,579208.1875004816,CT,pr,.00028619112
384,17.5,41,459792.28125,CT,pr,.00015323223
384,18,41,428049.71875,CT,pr,.000079924808
384,18.5,41,428049.71875,CT,pr,.000041660907
384,19,41,428049.71875,CT,pr,.000019974406
392,4,42,32497774.66918945,CT,pr,.000032676548
392,4.5,42,37708000.67382813,CT,pr,.00024864779
392,5,42,42804651.03125185,CT,pr,.0012303627
392,5.5,42,45175705.85546875,CT,pr,.0044525545
392,6,42,43368051.23438543,CT,pr,.012869208
392,6.5,42,39324610.22998047,CT,pr,.03047087
392,7,42,36410732.39648438,CT,pr,.058348481
392,7.5,42,33465771.15625,CT,pr,.092425033
392,8,42,29863488.5625,CT,pr,.12349635
392,8.5,42,27157702.31251719,CT,pr,.14152339
392,9,42,26406304.46875,CT,pr,.14956188
392,9.5,42,25373564.203125,CT,pr,.14660719
392,10,42,23809703.81835938,CT,pr,.056412969
392,10.5,42,23721977.17687988,CT,pr,.045528211
392,11,42,24831414.59375042,CT,pr,.036406178
392,11.5,42,25095561.9921875,CT,pr,.028665934
392,12,42,24126011.07519531,CT,pr,.021865012
392,12.5,42,22998882.67041016,CT,pr,.016223922
392,13,42,20619805.9013675,CT,pr,.011637038
392,13.5,42,16216527.20043945,CT,pr,.008065979
392,14,42,10893984.91015664,CT,pr,.0053862217
392,14.5,42,6806579.099615675,CT,pr,.0034624173
392,15,42,4042825.140136719,CT,pr,.0021519442
392,15.5,42,2138142.227540171,CT,pr,.0012871855
392,16,42,974536.3425292969,CT,pr,.00074720883
392,16.5,42,545015.2952270508,CT,pr,.00042301204
392,17,42,415943.2500001842,CT,pr,.00023158522
392,17.5,42,330187.84375,CT,pr,.00012399518
392,18,42,307392.75,CT,pr,.000064674961
392,18.5,42,307392.75,CT,pr,.000033711909
392,19,42,307392.75,CT,pr,.000016163243
408,4,43,25178006.6706543,CT,pr,.000028907631
408,4.5,43,28185334.75195313,CT,pr,.00020956842
408,5,43,31124874.29687618,CT,pr,.00099219626
408,5.5,43,32438865.79248047,CT,pr,.0034861481
408,6,43,31120908.50782651,CT,pr,.0098834103
408,6.5,43,28583208.46679688,CT,pr,.023222147
408,7,43,27338843.25,CT,pr,.045351721
408,7.5,43,26275496.28125,CT,pr,.07506381
408,8,43,24767626.40625,CT,pr,.10688008
408,8.5,43,23963335.62501588,CT,pr,.13211578
408,9,43,24366767.125,CT,pr,.14754665
408,9.5,43,24376778.140625,CT,pr,.1515045
408,10,43,24478976.59375,CT,pr,.061233424
408,10.5,43,26836631.54833984,CT,pr,.05441973
408,11,43,30299764.87500024,CT,pr,.046926409
408,11.5,43,32194862.3515625,CT,pr,.038842287
408,12,43,32027139.08496094,CT,pr,.030665059
408,12.5,43,31076980.28100586,CT,pr,.023175949
408,13,43,28053720.40332064,CT,pr,.016751511
408,13.5,43,22099925.4597168,CT,pr,.011640948
408,14,43,14831308.20703154,CT,pr,.0077733132
408,14.5,43,9247261.789066529,CT,pr,.004990072
408,15,43,5478560.483886719,CT,pr,.0030948122
408,15.5,43,2892590.06054822,CT,pr,.0018484661
408,16,43,1318091.763671875,CT,pr,.001072803
408,16.5,43,736210.529296875,CT,pr,.00060664222
408,17,43,561314.3750004142,CT,pr,.0003318277
408,17.5,43,445587.6875,CT,pr,.00017766694
408,18,43,414825.75,CT,pr,.000092669761
408,18.5,43,414825.75,CT,pr,.000048304239
408,19,43,414825.75,CT,pr,.000023159564
425,4,44,19922643.18151855,CT,pr,.000029112367
425,4.5,44,22157254.94140625,CT,pr,.00021187551
425,5,44,24380219.50781423,CT,pr,.0010123054
425,5.5,44,25435765.52783203,CT,pr,.0036027038
425,6,44,24564287.33203906,CT,pr,.010397614
425,6.5,44,22949886.44970703,CT,pr,.025061132
425,7,44,22606732.7421875,CT,pr,.05024251
425,7.5,44,22401013.921875,CT,pr,.084477104
425,8,44,21606867.6171875,CT,pr,.12023728
425,8.5,44,21004462.56251299,CT,pr,.14537731
425,9,44,20983527.71875,CT,pr,.15662737
425,9.5,44,20295832.43359375,CT,pr,.15382683
425,10,44,19243042.44726563,CT,pr,.056975998
425,10.5,44,19565105.54309082,CT,pr,.046657544
425,11,44,20914771.64062517,CT,pr,.037922993
425,11.5,44,21492317.296875,CT,pr,.030251037
425,12,44,20938147.17285156,CT,pr,.023312679
425,12.5,44,20144715.28442383,CT,pr,.017417761
425,13,44,18168573.93359403,CT,pr,.012543529
425,13.5,44,14354608.84558105,CT,pr,.0087185828
425,14,44,9682400.273437763,CT,pr,.0058347667
425,14.5,44,6064486.046880873,CT,pr,.0037549585
425,15,44,3605256.292480469,CT,pr,.0023337663
425,15.5,44,1907340.642090583,CT,pr,.0013955517
425,16,44,869343.1608886719,CT,pr,.00081004802
425,16.5,44,486194.4174804688,CT,pr,.00045838018
425,17,44,371057.6875001627,CT,pr,.00025086166
425,17.5,44,294556.375,CT,pr,.00013431616
425,18,44,274221.1875,CT,pr,.000070058326
425,18.5,44,274221.1875,CT,pr,.000036517995
425,19,44,274221.1875,CT,pr,.000017508626
435,4,45,24240199.85595703,CT,pr,.000023621988
435,4.5,45,27147137.17773438,CT,pr,.00017061584
435,5,45,30201592.76562623,CT,pr,.00081342983
435,5.5,45,31931127.82568359,CT,pr,.0029105232
435,6,45,31367518.7695457,CT,pr,.0085169096
435,6.5,45,29980193.63769531,CT,pr,.021072211
435,7,45,30221264.4453125,CT,pr,.043891329
435,7.5,45,30486416.640625,CT,pr,.076775864
435,8,45,29811945.2265625,CT,pr,.11335768
435,8.5,45,29300995.18751559,CT,pr,.14117458
435,9,45,29479151.6875,CT,pr,.15427777
435,9.5,45,28728673.9296875,CT,pr,.15308289
435,10,45,27669407.92089844,CT,pr,.060584098
435,10.5,45,28828152.69775391,CT,pr,.051530842
435,11,45,31441675.56250022,CT,pr,.043319911
435,11.5,45,32762185.71875,CT,pr,.035443306
435,12,45,32213424.0390625,CT,pr,.027839741
435,12.5,45,31088573.27099609,CT,pr,.021031277
435,13,45,28006136.1923832,CT,pr,.015226413
435,13.5,45,22039810.27001953,CT,pr,.010604426
435,14,45,14781579.02343794,CT,pr,.0070990366
435,14.5,45,9213860.304691684,CT,pr,.0045657675
435,15,45,5459075.776367188,CT,pr,.0028350058
435,15.5,45,2882568.466798308,CT,pr,.0016945361
435,16,45,1313553.680175781,CT,pr,.00098355941
435,16.5,45,733761.9133300781,CT,pr,.00055646361
435,17,45,559497.4375003976,CT,pr,.00030450022
435,17.5,45,444145.34375,CT,pr,.00016303528
435,18,45,413483,CT,pr,.000085038002
435,18.5,45,413483,CT,pr,.000044326163
435,19,45,413483,CT,pr,.00002125227
436,4,46,13004625.6817627,CT,pr,.000013887573
436,4.5,46,16255798.390625,CT,pr,.000110338
436,5,46,20147748.46875262,CT,pr,.000575268
436,5.5,46,23155461.6640625,CT,pr,.0021968079
436,6,46,24481881.71094742,CT,pr,.0067856582
436,6.5,46,25244242.83398438,CT,pr,.017758034
436,7,46,27057595.24609375,CT,pr,.038964815
436,7.5,46,28363649.4375,CT,pr,.071216539
436,8,46,28539580.46875,CT,pr,.11030368
436,8.5,46,28765020.18750513,CT,pr,.14498582
436,9,46,29456949.03125,CT,pr,.16513841
436,9.5,46,28925099.25,CT,pr,.1679329
436,10,46,27561998.52246094,CT,pr,.062461708
436,10.5,46,27732300.08111572,CT,pr,.051853828
436,11,46,29079388.12500022,CT,pr,.042115003
436,11.5,46,29335616.1875,CT,pr,.033439763
436,12,46,28145499.20117188,CT,pr,.025670864
436,12.5,46,26755671.7244873,CT,pr,.019115599
436,13,46,23875530.41113311,CT,pr,.013707596
436,13.5,46,18656096.0255127,CT,pr,.0094721727
436,14,46,12432197.50000044,CT,pr,.0062930994
436,14.5,46,7716931.55274329,CT,pr,.0040261135
436,15,46,4559357.841064453,CT,pr,.0024906942
436,15.5,46,2402327.378906927,CT,pr,.0014846795
436,16,46,1094334.267578125,CT,pr,.00086138566
436,16.5,46,610161.2783203125,CT,pr,.00048622154
436,17,46,464588.4687505318,CT,pr,.00026559681
436,17.5,46,368803.8125,CT,pr,.00014220564
436,18,46,343342.8125,CT,pr,.000074173404
436,18.5,46,343342.8125,CT,pr,.000038662987
436,19,46,343342.8125,CT,pr,.000018537048
440,4,47,40490729.62072754,CT,pr,.00005150542
440,4.5,47,42045515.58789063,CT,pr,.00034291742
440,5,47,42341236.14062698,CT,pr,.0014654272
440,5.5,47,40370026.51953125,CT,pr,.0046736882
440,6,47,35241329.92188472,CT,pr,.011984952
440,6.5,47,29136092.82324219,CT,pr,.025262278
440,7,47,25958365.75390625,CT,pr,.046121046
440,7.5,47,24533517.4296875,CT,pr,.075824775
440,8,47,23441029.609375,CT,pr,.11111079
440,8.5,47,23006653.09378168,CT,pr,.14180867
440,9,47,23254010.765625,CT,pr,.1593972
440,9.5,47,22702850.7890625,CT,pr,.1612817
440,10,47,21603230.94042969,CT,pr,.05986321
440,10.5,47,21764893.96405029,CT,pr,.049604617
440,11,47,22859747.28125018,CT,pr,.040199447
440,11.5,47,23053697.1015625,CT,pr,.031798184
440,12,47,22057452.09960938,CT,pr,.024267243
440,12.5,47,20908016.5925293,CT,pr,.017969415
440,13,47,18648694.06445342,CT,pr,.0128498
440,13.5,47,14602357.44885254,CT,pr,.008878204
440,14,47,9770435.935547162,CT,pr,.0059088389
440,14.5,47,6089311.023444227,CT,pr,.0037894305
440,15,47,3612404.915039063,CT,pr,.0023516838
440,15.5,47,1909110.960938522,CT,pr,.0014052975
440,16,47,870068.3344726563,CT,pr,.00081566413
440,16.5,47,486353.5718383789,CT,pr,.00046143401
440,17,47,371036.4062502061,CT,pr,.00025248172
440,17.5,47,294539.5,CT,pr,.0001351836
440,18,47,274205.4375,CT,pr,.00007051076
440,18.5,47,274205.4375,CT,pr,.00003675382
440,19,47,274205.4375,CT,pr,.000017621694
441,4,48,21800917.81506348,CT,pr,.000026709746
441,4.5,48,23750485.8671875,CT,pr,.00018786384
441,5,48,25459535.25000097,CT,pr,.0008613682
441,5.5,48,25891885.14990234,CT,pr,.0029510979
441,6,48,24332247.65040275,CT,pr,.0082052276
441,6.5,48,22042237.46777344,CT,pr,.019111129
441,7,48,21216480.91796875,CT,pr,.037992753
441,7.5,48,20872924.0703125,CT,pr,.065387376
441,8,48,20338039.578125,CT,pr,.098188125
441,8.5,48,20386510.56251504,CT,pr,.12862881
441,9,48,21189453.1875,CT,pr,.14925219
441,9.5,48,21454708.171875,CT,pr,.15694533
441,10,48,21806014.2890625,CT,pr,.063569821
441,10.5,48,24296037.43859863,CT,pr,.058052354
441,11,48,27845188.85937516,CT,pr,.05113579
441,11.5,48,29960159.6640625,CT,pr,.043013301
441,12,48,30137557.98828125,CT,pr,.034418616
441,12.5,48,29515465.97949219,CT,pr,.026283812
441,13,48,26842902.75000025,CT,pr,.019143086
441,13.5,48,21284670.07287598,CT,pr,.013384758
441,14,48,14374601.25683622,CT,pr,.0089873355
441,14.5,48,9000192.572268911,CT,pr,.0057893093
441,15,48,5344101.775878906,CT,pr,.0035961664
441,15.5,48,2825232.575196451,CT,pr,.0021497563
441,16,48,1287591.730957031,CT,pr,.0012477778
441,16.5,48,719758.1647949219,CT,pr,.00070593139
441,17,48,549108.7500003022,CT,pr,.000386281
441,17.5,48,435898.5,CT,pr,.0002068223
441,18,48,405805.5,CT,pr,.00010787699
441,18.5,48,405805.5,CT,pr,.00005623102
441,19,48,405805.5,CT,pr,.000026960075
466,4,49,24328884.83850098,CT,pr,.000023332554
466,4.5,49,27337102.140625,CT,pr,.000168991
466,5,49,30438969.82812734,CT,pr,.0008025766
466,5.5,49,32126749.87109375,CT,pr,.0028437153
466,6,49,31465080.95313445,CT,pr,.0082031582
466,6.5,49,30049875.52734375,CT,pr,.020023134
466,7,49,30439047.43359375,CT,pr,.041650709
466,7.5,49,30939384.796875,CT,pr,.0738056
466,8,49,30485637.78125,CT,pr,.11205728
466,8.5,49,30059705.56251533,CT,pr,.14497411
466,9,49,30125343.15625,CT,pr,.16315538
466,9.5,49,29005095.28125,CT,pr,.1641323
466,10,49,27138024.10742188,CT,pr,.061650213
466,10.5,49,26963449.60754395,CT,pr,.050622586
466,11,49,28208432.50000023,CT,pr,.040952273
466,11.5,49,28545551.7734375,CT,pr,.032537721
466,12,49,27517383.69726563,CT,pr,.025036121
466,12.5,49,26282484.22937012,CT,pr,.018692566
466,13,49,23545855.09179723,CT,pr,.013435317
466,13.5,49,18459261.05725098,CT,pr,.0093015246
466,14,49,12338592.37890672,CT,pr,.0061901226
466,14.5,49,7673748.703132949,CT,pr,.0039643468
466,15,49,4538264.283203125,CT,pr,.0024537994
466,15.5,49,2392615.671875637,CT,pr,.0014632083
466,16,49,1089989.291992188,CT,pr,.00084897107
466,16.5,49,607977.1538085938,CT,pr,.00047934425
466,17,49,463063.9687504878,CT,pr,.00026189431
466,17.5,49,367593.65625,CT,pr,.00014022326
466,18,49,342216.1875,CT,pr,.000073139403
466,18.5,49,342216.1875,CT,pr,.000038124013
466,19,49,342216.1875,CT,pr,.000018278633
478,4,50,20386902.62329102,CT,pr,.000027868598
478,4.5,50,22889669.484375,CT,pr,.00020426413
478,5,50,25241908.22656398,CT,pr,.0009768632
478,5.5,50,26180237.24707031,CT,pr,.0034588056
478,6,50,24962339.64844473,CT,pr,.0098895337
478,6.5,50,22896859.01904297,CT,pr,.023604348
478,7,50,22136024.30078125,CT,pr,.047155421
478,7.5,50,21664006.0546875,CT,pr,.079660989
478,8,50,20812791.79296875,CT,pr,.11481033
478,8.5,50,20352236.56251251,CT,pr,.14148563
478,9,50,20603188.6875,CT,pr,.15534659
478,9.5,50,20212543.84375,CT,pr,.15507171
478,10,50,19467457.00683594,CT,pr,.058543794
478,10.5,50,20163720.49353027,CT,pr,.049155291
478,11,50,21866236.85937521,CT,pr,.040806524
478,11.5,50,22726774.6328125,CT,pr,.033122174
478,12,50,22371244.94921875,CT,pr,.025929986
478,12.5,50,21672026.15338135,CT,pr,.019592132
478,13,50,19595333.84375021,CT,pr,.014193695
478,13.5,50,15469377.58422852,CT,pr,.0098867733
478,14,50,10403175.65429721,CT,pr,.0066155987
478,14.5,50,6494224.554692534,CT,pr,.0042513465
478,15,50,3847342.265258789,CT,pr,.0026358531
478,15.5,50,2030412.095703583,CT,pr,.0015733285
478,16,50,925094.2392578125,CT,pr,.00091297424
478,16.5,50,516338.7961425781,CT,pr,.0005158172
478,17,50,393463.7812503549,CT,pr,.00028196146
478,17.5,50,312343,CT,pr,.00015096762
478,18,50,290779.84375,CT,pr,.000078743586
478,18.5,50,290779.84375,CT,pr,.000041045194
478,19,50,290779.84375,CT,pr,.000019679203
481,4,51,25914133.27148438,CT,pr,.00003173279
481,4.5,51,28565673.49023438,CT,pr,.0002324151
481,5,51,30959250.78125171,CT,pr,.0011081852
481,5.5,51,31715608.96972656,CT,pr,.0038995002
481,6,51,29949295.54688368,CT,pr,.011021012
481,6.5,51,27215727.37207031,CT,pr,.025735097
481,7,51,26147423.79296875,CT,pr,.049782336
481,7.5,51,25517475.078125,CT,pr,.081506252
481,8,51,24445605.3984375,CT,pr,.11467447
481,8.5,51,23767111.93751711,CT,pr,.13961257
481,9,51,23868915.6875,CT,pr,.15343541
481,9.5,51,23259794.5,CT,pr,.15408529
481,10,51,22313453.19628906,CT,pr,.058484558
481,10.5,51,23076607.36206055,CT,pr,.049115513
481,11,51,25018864.18750022,CT,pr,.040580858
481,11.5,51,25986796.140625,CT,pr,.03272327
481,12,51,25543001.72265625,CT,pr,.025432525
481,12.5,51,24698260.32763672,CT,pr,.01907731
481,13,51,22294287.79687528,CT,pr,.013728492
481,13.5,51,17576173.29492188,CT,pr,.0095012579
481,14,51,11806066.44531285,CT,pr,.006315487
481,14.5,51,7364928.208990171,CT,pr,.0040395213
481,15,51,4362236.045166016,CT,pr,.0024976097
481,15.5,51,2301980.134766225,CT,pr,.0014883066
481,16,51,1048827.219238281,CT,pr,.00086345559
481,16.5,51,585404.0184326172,CT,pr,.00048728372
481,17,51,446095.5937504016,CT,pr,.00026613209
481,17.5,51,354123.65625,CT,pr,.00014249224
481,18,51,329676.09375,CT,pr,.000074322896
481,18.5,51,329676.09375,CT,pr,.000038740902
481,19,51,329676.09375,CT,pr,.000018574407
484,4,52,19495863.12060547,CT,pr,.000023224748
484,4.5,52,22433689.89648438,CT,pr,.00016766624
484,5,52,25552978.57812688,CT,pr,.00079256675
484,5.5,52,27401501.20751953,CT,pr,.0027932918
484,6,52,27127373.48047743,CT,pr,.0080013629
484,6.5,52,26021245.86035156,CT,pr,.019316928
484,7,52,26164592.41015625,CT,pr,.039700743
484,7.5,52,26232406.890625,CT,pr,.069832161
484,8,52,25517387.7890625,CT,pr,.10594407
484,8.5,52,25035181.62501117,CT,pr,.13796851
484,9,52,25248655.09375,CT,pr,.15686469
484,9.5,52,24651525.4921875,CT,pr,.16009216
484,10,52,23694122.4765625,CT,pr,.063189335
484,10.5,52,24572127.79925537,CT,pr,.054221224
484,11,52,26708498.71875022,CT,pr,.045612611
484,11.5,52,27802796.1484375,CT,pr,.03729042
484,12,52,27386003.3125,CT,pr,.029315677
484,12.5,52,26523830.7668457,CT,pr,.022192625
484,13,52,23963432.99804717,CT,pr,.016089506
484,13.5,52,18898963.57373047,CT,pr,.011212408
484,14,52,12694984.16015663,CT,pr,.0075056213
484,14.5,52,7917948.914068889,CT,pr,.0048245657
484,15,52,4687781.489013672,CT,pr,.0029915564
484,15.5,52,2472858.632813004,CT,pr,.0017857115
484,16,52,1126608.887695313,CT,pr,.0010362157
484,16.5,52,628595.3363037109,CT,pr,.00058544619
484,17,52,478879.4687504705,CT,pr,.00032002301
484,17.5,52,380148.4375,CT,pr,.00017134647
484,18,52,353904.21875,CT,pr,.000089373032
484,18.5,52,353904.21875,CT,pr,.000046585814
484,19,52,353904.21875,CT,pr,.000022335666
503,4,53,18562279.62915039,CT,pr,.000024689882
503,4.5,53,20248546.31835938,CT,pr,.000176311
503,5,53,21942323.32031451,CT,pr,.00082901708
503,5.5,53,22761916.00683594,CT,pr,.0029278386
503,6,53,22076865.3984472,CT,pr,.00845573
503,6.5,53,21056081.38769531,CT,pr,.02067443
503,7,53,21622657.33984375,CT,pr,.042869285
503,7.5,53,22470502.5234375,CT,pr,.075186044
503,8,53,22731603.68359375,CT,pr,.11232784
503,8.5,53,23059756.15626309,CT,pr,.14314544
503,9,53,23601864.109375,CT,pr,.16025729
503,9.5,53,23118308.2890625,CT,pr,.16182233
503,10,53,22042377.86425781,CT,pr,.061471153
503,10.5,53,22285997.5680542,CT,pr,.051195059
503,11,53,23520204.54687513,CT,pr,.041749191
503,11.5,53,23840622.2578125,CT,pr,.033209547
503,12,53,22927342.44433594,CT,pr,.02546897
503,12.5,53,21833068.75439453,CT,pr,.018936282
503,13,53,19549275.03222685,CT,pr,.013587804
503,13.5,53,15360874.69165039,CT,pr,.0094192829
503,14,53,10312936.55859405,CT,pr,.0062905336
503,14.5,53,6442006.449225583,CT,pr,.0040440154
503,15,53,3826230.124023438,CT,pr,.0025133102
503,15.5,53,2023515.426758829,CT,pr,.0015031906
503,16,53,922282.2033691406,CT,pr,.00087257806
503,16.5,53,515765.0138549805,CT,pr,.00049392064
503,17,53,393604.562500179,CT,pr,.00027037796
503,17.5,53,312454.75,CT,pr,.00014476555
503,18,53,290883.875,CT,pr,.000075508644
503,18.5,53,290883.875,CT,pr,.000039358976
503,19,53,290883.875,CT,pr,.000018870742
511,4,54,41908179.86706543,CT,pr,.000044663771
511,4.5,54,44058684.12890625,CT,pr,.00030831262
511,5,54,45019008.09375212,CT,pr,.0013759673
511,5.5,54,43516738.05957031,CT,pr,.0045706448
511,6,54,38561703.74219643,CT,pr,.012218262
511,6.5,54,32508341.91796875,CT,pr,.026877249
511,7,54,29466132.94140625,CT,pr,.050004873
511,7.5,54,28080563.1875,CT,pr,.08111079
511,8,54,26876709.109375,CT,pr,.11451463
511,8.5,54,26340157.81253163,CT,pr,.1394957
511,9,54,26584073.5,CT,pr,.15198264
511,9.5,54,25936810.375,CT,pr,.15115216
511,10,54,24828289.16210938,CT,pr,.05837195
511,10.5,54,25518427.36816406,CT,pr,.049083613
511,11,54,27479923.29687523,CT,pr,.040710803
511,11.5,54,28388439.1640625,CT,pr,.03295289
511,12,54,27791014.88085938,CT,pr,.025694735
511,12.5,54,26804623.18188477,CT,pr,.019326875
511,13,54,24155207.57617218,CT,pr,.013941197
511,13.5,54,19017456.02331543,CT,pr,.0096710259
511,14,54,12757565.90429726,CT,pr,.0064442689
511,14.5,54,7951347.634772839,CT,pr,.0041292855
511,15,54,4706545.794677734,CT,pr,.0025559408
