cv_i,cv_i_NJ,cv_i_boat_NJ,cv_i_shore_NJ,cv_sum,cv_sum_shore,cv_sum_boat,cv_sum_NJ,cv_sum_shore_NJ,cv_sum_boat_NJ,sf_keep_i,sf_keep_i_boat,sf_keep_i_shore,sf_keep_i_NJ,sf_keep_i_boat_NJ,sf_keep_i_shore_NJ,sf_keep_sum,sf_keep_sum_boat,sf_keep_i_shore,sf_keep_sum_NJ,sf_keep_sum_boat_NJ,sf_keep_sum_shore_NJ,bsb_keep_i,bsb_keep_i_boat,bsb_keep_i_shore,bsb_keep_i_NJ,bsb_keep_i_boat_NJ,bsb_keep_i_shore_NJ,bsb_keep_sum,bsb_keep_sum_boat,bsb_keep_i_shore,bsb_keep_sum_NJ,bsb_keep_sum_boat_NJ,bsb_keep_sum_shore_NJ,ntrips_sum,ntrips_sum_boat,ntrips_sum_shore,ntrips_sum_NJ,ntrips_sum_boat_NJ,ntrips_sum_shore_NJ,seed_NJ,calib_sf_keep_sum_NJ,calib_sf_rel_sum_NJ,calib_bsb_keep_sum_NJ,calib_bsb_rel_sum_NJ,n_choice_occasions_NJ,n_choice_occasions_sum,draw
-0.012853268779725669,-0.012853268779725669,0.01851224317027197,-0.04571068191689747,-122733.5514103719,-213171.7794557831,90438.22804541119,-122733.5514103719,-213171.7794557831,90438.22804541119,0.2084307900235443,0.30707694190986135,0.10509253200027102,0.2084307900235443,0.30707694190986135,0.10509253200027102,1990268.11943826,1500169.0634946171,0.10509253200027102,1990268.11943826,1500169.0634946171,490099.055943643,0.028763591777128908,0.027220605172535533,0.03037997056964054,0.028763591777128908,0.027220605172535533,0.03037997056964054,274658.3636135981,132981.36133394908,0.03037997056964054,274658.3636135981,132981.36133394908,141677.00227964902,6567212.92303727,3266438.518471358,3300774.404565912,6567212.92303727,3266438.518471358,3300774.404565912,32190,1987471.046579942,17227393.468010113,272947.98672837083,3039979.607356156,9548820.110567348,9548820.110567348,11
-0.22283376388865508,-0.22283376388865508,-0.26665540636694235,-0.1763179480015035,-2122729.1203877013,-814762.2303354334,-1307966.890052268,-2122729.1203877013,-814762.2303354334,-1307966.890052268,0.20987121058797695,0.30679302485024024,0.10699060153946931,0.20987121058797695,0.30679302485024024,0.10699060153946931,1999246.9833643537,1504845.2385432061,0.10699060153946931,1999246.9833643537,1504845.2385432061,494401.74482114735,0.028608018280575163,0.02715626702482096,0.03014902382732215,0.028608018280575163,0.02715626702482096,0.03014902382732215,272521.86751691956,133203.742649815,0.03014902382732215,272521.86751691956,133203.742649815,139318.12486710458,6566418.479256721,3264655.4134166776,3301763.065840043,6566418.479256721,3264655.4134166776,3301763.065840043,32190,1984564.805670913,17324891.438981816,268981.96375752025,3017513.865725497,9526065.90376663,9526065.90376663,12
-0.07603642685208231,-0.07603642685208231,-0.03890060502900771,-0.11468317346541472,-727166.8311811577,-537447.1718260562,-189719.6593551014,-727166.8311811577,-537447.1718260562,-189719.6593551014,0.20720005373984393,0.30756295844771975,0.10275373864003241,0.20720005373984393,0.30756295844771975,0.10275373864003241,1981537.1754865902,1499995.6855025045,0.10275373864003241,1981537.1754865902,1499995.6855025045,481541.4899840857,0.02814547499562172,0.027575923787513067,0.028738199220979123,0.02814547499562172,0.027575923787513067,0.028738199220979123,269166.4602345036,134488.7788626425,0.028738199220979123,269166.4602345036,134488.7788626425,134677.6813718611,6566101.860634715,3264921.538813745,3301180.32182097,6566101.860634715,3264921.538813745,3301180.32182097,32190,1971199.8814279705,17247339.45513883,267192.27684010315,3049475.6799706197,9563400.876211002,9563400.876211002,13
-0.17492355844658844,-0.17492355844658844,-0.3185982984312103,-0.023893576038588646,-1664469.5456640818,-110841.4064891029,-1553628.1391749787,-1664469.5456640818,-110841.4064891029,-1553628.1391749787,0.20961614272831386,0.30849473242077674,0.1056755915682497,0.20961614272831386,0.30849473242077674,0.1056755915682497,1994583.7424602113,1504358.621612848,0.1056755915682497,1994583.7424602113,1504358.621612848,490225.12084736314,0.02817237878681952,0.02681645547630136,0.02959771683689063,0.02817237878681952,0.02681645547630136,0.02959771683689063,268071.7619513328,130769.05942707133,0.02959771683689063,268071.7619513328,130769.05942707133,137302.7025242615,6566185.692691104,3264176.6001383886,3302009.092552715,6566185.692691104,3264176.6001383886,3302009.092552715,32190,1972111.3607273316,17214652.538315684,275192.8940376604,3005085.146062367,9515410.962625226,9515410.962625226,14
0.14855202576969684,0.14855202576969684,0.3356104639093956,-0.05037528641279184,1415411.5240123938,-232609.63994182678,1648021.1639542205,1415411.5240123938,-232609.63994182678,1648021.1639542205,0.2068186032022295,0.302229457100855,0.10535392238994123,0.2068186032022295,0.302229457100855,0.10535392238994123,1970578.5420012558,1484103.1351366611,0.10535392238994123,1970578.5420012558,1484103.1351366611,486475.40686459455,0.028420305225906477,0.02734909681537208,0.029559481902532752,0.028420305225906477,0.02734909681537208,0.029559481902532752,270790.16475387226,134298.2273012029,0.029559481902532752,270790.16475387226,134298.2273012029,136491.93745266934,6564385.155633468,3264993.8332635695,3299391.322369899,6564385.155633468,3264993.8332635695,3299391.322369899,32190,1988435.3435250705,17253108.14488114,266488.5606836044,2985328.2934915996,9528052.658176025,9528052.658176025,15
0.17873753422514427,0.17873753422514427,0.27730697918886793,0.07400369518086605,1716741.7258936581,344620.0359090176,1372121.6899846406,1716741.7258936581,344620.0359090176,1372121.6899846406,0.2067704911953929,0.3031868094937679,0.1043244323216692,0.2067704911953929,0.3031868094937679,0.1043244323216692,1985993.2132191285,1500175.720930215,0.1043244323216692,1985993.2132191285,1500175.720930215,485817.49228891375,0.027675466264448525,0.026191504938496923,0.029252232438969922,0.027675466264448525,0.026191504938496923,0.029252232438969922,265817.8536797632,129596.20462698449,0.029252232438969922,265817.8536797632,129596.20462698449,136221.6490527787,6563319.284228598,3263401.034758853,3299918.2494697445,6563319.284228598,3263401.034758853,3299918.2494697445,32190,1982502.195867299,17375138.24349164,274058.07838335255,3048263.843033768,9604819.342148852,9604819.342148852,16
-0.10844132033897635,-0.10844132033897635,-0.03729360324963012,-0.1834511435062994,-1037832.1431611564,-854658.2470610577,-183173.89610009873,-1037832.1431611564,-854658.2470610577,-183173.89610009873,0.20712875915990483,0.30574558501248966,0.10315872370204544,0.20712875915990483,0.30574558501248966,0.10315872370204544,1982315.2591399392,1501721.612880009,0.10315872370204544,1982315.2591399392,1501721.612880009,480593.64625993016,0.028284909069736044,0.02685661303444394,0.029790737189327152,0.028284909069736044,0.02685661303444394,0.029790737189327152,270699.28425070754,131910.83770165284,0.029790737189327152,270699.28425070754,131910.83770165284,138788.44654905473,6567544.741083157,3265624.480700754,3301920.260382403,6567544.741083157,3265624.480700754,3301920.260382403,32190,1994006.845495518,17339659.92758891,275464.0350686025,3030385.324251967,9570449.160126422,9570449.160126422,17
0.21817706978901913,0.21817706978901913,0.3112811725938096,0.12022457762441789,2088659.6186019497,560865.3515942093,1527794.2670077402,2088659.6186019497,560865.3515942093,1527794.2670077402,0.20628862949011098,0.3046237474194128,0.1028327174700935,0.20628862949011098,0.3046237474194128,0.1028327174700935,1974848.82627395,1495119.0623696852,0.1028327174700935,1974848.82627395,1495119.0623696852,479729.763904265,0.028055737783670036,0.026699672529542997,0.029482420036954476,0.028055737783670036,0.026699672529542997,0.029482420036954476,268584.07547366305,131044.2462090335,0.029482420036954476,268584.07547366305,131044.2462090335,137539.82926462952,6565307.880462255,3265294.134388618,3300013.7460736376,6565307.880462255,3265294.134388618,3300013.7460736376,32190,1979893.9966413402,17263472.25428561,272707.4730198848,2984677.720557052,9573231.598635543,9573231.598635543,18
-0.14393240900589446,-0.14393240900589446,-0.17717202579614177,-0.10907632520476983,-1383725.7407255657,-511868.3060479772,-871857.4346775886,-1383725.7407255657,-511868.3060479772,-871857.4346775886,0.20742865021933604,0.3053982128268445,0.10469475572965063,0.20742865021933604,0.3053982128268445,0.10469475572965063,1994160.7637561357,1502854.0831649236,0.10469475572965063,1994160.7637561357,1502854.0831649236,491306.68059121206,0.028196180760965937,0.02661314237425152,0.029856203468685723,0.028196180760965937,0.02661314237425152,0.029856203468685723,271070.1597963369,130962.3566974513,0.029856203468685723,271070.1597963369,130962.3566974513,140107.80309888558,6566133.714536557,3264738.3875056314,3301395.327030925,6566133.714536557,3264738.3875056314,3301395.327030925,32190,1979195.7932734226,17306065.90722305,274685.08603782323,3013787.158831448,9613719.038558563,9613719.038558563,19
-0.0728311186159238,-0.0728311186159238,-0.1945322560265973,0.05546278146120067,-693231.4992408532,256995.90466353126,-950227.4039043846,-693231.4992408532,256995.90466353126,-950227.4039043846,0.20684887550639974,0.30310344747840734,0.10538002565602765,0.20684887550639974,0.30310344747840734,0.10538002565602765,1968858.3507796677,1480562.6989310042,0.10538002565602765,1968858.3507796677,1480562.6989310042,488295.65184866363,0.028461620266921756,0.027157869143708227,0.029835997860144854,0.028461620266921756,0.027157869143708227,0.029835997860144854,270907.4371425094,132657.44210807144,0.029835997860144854,270907.4371425094,132657.44210807144,138249.99503443795,6568420.668709099,3267009.771195426,3301410.897513673,6568420.668709099,3267009.771195426,3301410.897513673,32190,1983670.6034644314,17389416.82072174,270939.1016924293,3008786.498352682,9518342.055085298,9518342.055085298,20
-0.08593225231307616,-0.08593225231307616,-0.17374066842448682,0.007035051170344541,-824746.102256372,32796.49117225699,-857542.593428629,-824746.102256372,32796.49117225699,-857542.593428629,0.2072432076052112,0.30427814934666425,0.10450730509299842,0.2072432076052112,0.30427814934666425,0.10450730509299842,1989043.963013838,1501844.5346192,0.10450730509299842,1989043.963013838,1501844.5346192,487199.4283946381,0.028108384232288196,0.026220244321365094,0.03010745543629706,0.028108384232288196,0.026220244321365094,0.03010745543629706,269773.91738604003,129416.88621077445,0.03010745543629706,269773.91738604003,129416.88621077445,140357.03117526555,6567286.139503661,3266688.7601958527,3300597.379307808,6567286.139503661,3266688.7601958527,3300597.379307808,32190,1984391.364383529,17303944.36316362,271431.7043038916,3018748.3762551197,9597631.623241784,9597631.623241784,21
0.11969954836697655,0.11969954836697655,-0.026138960499275752,0.2735052133616691,1140511.6520072925,1268350.2564871286,-127838.60447983598,1140511.6520072925,1268350.2564871286,-127838.60447983598,0.2084224244417479,0.30723112727406005,0.1042158032651412,0.2084224244417479,0.30723112727406005,0.1042158032651412,1985873.8554856854,1502584.563933633,0.1042158032651412,1985873.8554856854,1502584.563933633,483289.29155205225,0.028476990685343626,0.027028434509952185,0.03000468146859603,0.028476990685343626,0.027028434509952185,0.03000468146859603,271332.1824002626,132188.78191895445,0.03000468146859603,271332.1824002626,132188.78191895445,139143.40048130817,6564087.4699455295,3264801.1923521725,3299286.277593357,6564087.4699455295,3264801.1923521725,3299286.277593357,32190,1988796.6993349115,17332434.850520756,272189.97350649413,3001655.3176055406,9528119.9266575,9528119.9266575,22
-0.06627449624513086,-0.06627449624513086,-0.11518137514793006,-0.014489478975646623,-634077.0651421554,-67332.35546435209,-566744.7096778033,-634077.0651421554,-67332.35546435209,-566744.7096778033,0.2071915046907195,0.3026715408965751,0.10609252976659658,0.2071915046907195,0.3026715408965751,0.10609252976659658,1982291.6605922992,1489281.5296991663,0.10609252976659658,1982291.6605922992,1489281.5296991663,493010.1308931327,0.028356206629844952,0.027168818150150556,0.029613472157844968,0.028356206629844952,0.027168818150150556,0.029613472157844968,271296.2194674938,133682.93211485265,0.029613472157844968,271296.2194674938,133682.93211485265,137613.28735264114,6564696.452878433,3265402.178799044,3299294.2740793894,6564696.452878433,3265402.178799044,3299294.2740793894,32190,1975122.2051265403,17253042.150067694,268629.74974095094,3008125.933433819,9567436.963939814,9567436.963939814,23
-0.08441745455359377,-0.08441745455359377,0.008623738206820124,-0.1836019494063419,-801928.2708437723,-844198.1686862808,42269.89784250843,-801928.2708437723,-844198.1686862808,42269.89784250843,0.20937725050556324,0.30566928048802516,0.10672727291177138,0.20937725050556324,0.30566928048802516,0.10672727291177138,1988990.752443882,1498260.8411748344,0.10672727291177138,1988990.752443882,1498260.8411748344,490729.9112690475,0.028793466360904563,0.027714577178112022,0.02994359218606383,0.028793466360904563,0.027714577178112022,0.02994359218606383,273525.12359560997,135845.07298014106,0.02994359218606383,273525.12359560997,135845.07298014106,137680.0506154689,6564890.394847867,3264832.3934389134,3300058.001408954,6564890.394847867,3264832.3934389134,3300058.001408954,32190,1968747.0095939196,17203168.098389566,271829.56011858577,3018640.64967261,9499555.217394706,9499555.217394706,24
-0.14053046032971883,-0.14053046032971883,-0.1624062917213222,-0.11759657205972225,-1334678.8066569958,-545247.0169594865,-789431.7896975093,-1334678.8066569958,-545247.0169594865,-789431.7896975093,0.20953441959490526,0.3083164044931783,0.1059746981748985,0.20953441959490526,0.3083164044931783,0.1059746981748985,1990039.3725484207,1498678.2126015122,0.1059746981748985,1990039.3725484207,1498678.2126015122,491361.1599469086,0.028320016099575806,0.027300780218721274,0.029388548828405556,0.028320016099575806,0.027300780218721274,0.029388548828405556,268967.4907746342,132704.8574274782,0.029388548828405556,268967.4907746342,132704.8574274782,136262.633347156,6564417.024023732,3264419.8554391814,3299997.1685845507,6564417.024023732,3264419.8554391814,3299997.1685845507,32190,1983822.742988212,17352851.07188497,274274.52886464074,3028836.6555226916,9497434.24682103,9497434.24682103,25
0.14580109871162247,0.14580109871162247,0.134504966598302,0.1577703010335895,1393956.3634454554,732375.9922998705,661580.371145585,1393956.3634454554,732375.9922998705,661580.371145585,0.20599698211808581,0.3024484745271203,0.10379851140986347,0.20599698211808581,0.3024484745271203,0.10379851140986347,1969469.4114892518,1487632.6063679666,0.10379851140986347,1969469.4114892518,1487632.6063679666,481836.8051212854,0.02875338022844663,0.02744252526938791,0.03014234134029712,0.02875338022844663,0.02744252526938791,0.03014234134029712,274901.6138711367,134979.67035756243,0.03014234134029712,274901.6138711367,134979.67035756243,139921.94351357422,6563420.262527242,3263225.463747504,3300194.7987797377,6563420.262527242,3263225.463747504,3300194.7987797377,32190,1982507.86493971,17291283.227362484,269883.66065975383,3010050.9227781966,9560671.186727734,9560671.186727734,26
-0.00950413329153583,-0.00950413329153583,0.1510625585677793,-0.17858493251419363,-91331.96834063191,-835912.4584085165,744580.4900678846,-91331.96834063191,-835912.4584085165,744580.4900678846,0.20729067021932465,0.30470422806855046,0.10471172295732946,0.20729067021932465,0.30470422806855046,0.10471172295732946,1992003.3051977903,1501873.3007838062,0.10471172295732946,1992003.3051977903,1501873.3007838062,490130.004413984,0.028612295693928903,0.027401559915863676,0.029887231177946335,0.028612295693928903,0.027401559915863676,0.029887231177946335,274955.87491370586,135061.04427341558,0.029887231177946335,274955.87491370586,135061.04427341558,139894.83064029025,6566144.418285914,3263580.5962366867,3302563.8220492266,6566144.418285914,3263580.5962366867,3302563.8220492266,32190,1986137.1113344606,17262383.85469359,272422.6445314407,3032450.928613126,9609710.379585074,9609710.379585074,27
-0.11681516904892447,-0.11681516904892447,0.10631877544179642,-0.35270648472481586,-1120397.1412135526,-1644429.4734128653,524032.3321993128,-1120397.1412135526,-1644429.4734128653,524032.3321993128,0.20677075279942772,0.30252476789603,0.10554213581808797,0.20677075279942772,0.30252476789603,0.10554213581808797,1983178.7447572583,1491107.8406409996,0.10554213581808797,1983178.7447572583,1491107.8406409996,492070.90411625867,0.02812731495865785,0.026599239673756506,0.02974275581069809,0.02812731495865785,0.026599239673756506,0.02974275581069809,269774.5808722399,131104.42198986627,0.02974275581069809,269774.5808722399,131104.42198986627,138670.15888237362,6565135.391617332,3262545.1982293436,3302590.1933879885,6565135.391617332,3262545.1982293436,3302590.1933879885,32190,1981806.8888781646,17286173.077786162,267541.18641538004,2980566.089447505,9591195.649807334,9591195.649807334,28
-0.03270114336036887,-0.03270114336036887,0.017936461539038256,-0.08550763988830017,-309634.04625889054,-396331.0652167454,86697.01895785489,-309634.04625889054,-396331.0652167454,86697.01895785489,0.20915941367350618,0.3093899634582564,0.10463582513263053,0.20915941367350618,0.3093899634582564,0.10463582513263053,1980446.8258242062,1495455.9163707122,0.10463582513263053,1980446.8258242062,1495455.9163707122,484990.90945349407,0.028821342993495883,0.027863754593667953,0.029819946474271736,0.028821342993495883,0.027863754593667953,0.029819946474271736,272897.76847700996,134681.2165257081,0.029819946474271736,272897.76847700996,134681.2165257081,138216.55195130184,6564114.140252404,3262828.6230730875,3301285.517179316,6564114.140252404,3262828.6230730875,3301285.517179316,32190,1975444.1172954675,17360937.201255903,272442.32231138734,3013598.4573920714,9468600.007244453,9468600.007244453,29
-0.07364742195122875,-0.07364742195122875,-0.30717238392417323,0.1700411110883118,-703804.7668689516,795186.8376366147,-1498991.6045055664,-703804.7668689516,795186.8376366147,-1498991.6045055664,0.2069869271411928,0.30650996998218205,0.1031324008042529,0.2069869271411928,0.30650996998218205,0.1031324008042529,1978051.3987034045,1495759.0452335803,0.1031324008042529,1978051.3987034045,1495759.0452335803,482292.3534698242,0.028609947474797764,0.027050614725367364,0.030237146156338414,0.028609947474797764,0.027050614725367364,0.030237146156338414,273408.3132735787,132006.15189433802,0.030237146156338414,273408.3132735787,132006.15189433802,141402.16137924072,6565305.353235187,3265972.6896622507,3299332.6635729363,6565305.353235187,3265972.6896622507,3299332.6635729363,32190,1971174.423525571,17317687.165683623,272918.68107110646,3033411.3418148034,9556407.382936358,9556407.382936358,30
-0.03203642831871173,-0.03203642831871173,0.04605910663430124,-0.11455953400049528,-306986.42878396343,-533748.3945679811,226761.96578401767,-306986.42878396343,-533748.3945679811,226761.96578401767,0.2051927429187686,0.300934565657628,0.10402290573410565,0.2051927429187686,0.300934565657628,0.10402290573410565,1966242.5141265474,1481585.698626274,0.10402290573410565,1966242.5141265474,1481585.698626274,484656.8155002733,0.028120234426585955,0.026633934028257897,0.029690799567344644,0.028120234426585955,0.026633934028257897,0.029690799567344644,269459.8242134073,131126.3651890244,0.029690799567344644,269459.8242134073,131126.3651890244,138333.4590243829,6565113.772928867,3263053.901536774,3302059.8713920927,6565113.772928867,3263053.901536774,3302059.8713920927,32190,1991527.7098803222,17337112.078411072,270039.17385217565,3040599.7425641115,9582417.419630384,9582417.419630384,31
